Date,E-Series PM25_ugm3,E-Series ambient_Temp_C,E-Series rh_pct,E-Series Pressure_mbar,E-Series WindSpeed_ms,E-Series WindDirection_Deg,FEM ambient_Temp_C,FEM rh_pct,FEM Pressure_mbar,FEM BAM WindSpeed_ms,airport_temp_c,airport_rh_pct,airport_wind_dir_10degs,airport_wind_spd_kmh,airport_vis_km,airport_press_kpa,Reference Method PM25_ugm3
1:00:00 AM,0.679597701,-1.928275862,34.40068966,922,2.555983333,151.0752124,1.2,68.3,919.3912704,3.027777778,-0.1,75,17,21,24.1,91.29,1
2:00:00 AM,0.501925287,-2.192,34.325,922,2.682016667,150.5309193,0.9,69.1,919.6579152,3.25,-0.7,78,17,19,24.1,91.31,0
3:00:00 AM,0.559390805,-1.828172414,34.60172414,922,3.127466667,154.0951911,1.4,67.7,919.7912376,4.111111111,0,76,17,26,24.1,91.33,0
4:00:00 AM,0.564632184,-1.751327586,34.66827586,922.3448276,3.41105,153.5058686,1.3,68.2,920.0578824,3.972222222,-0.3,79,17,26,24.1,91.35,0
5:00:00 AM,0.607770115,-2.136534483,34.61206897,922.3965517,2.676266667,152.5009673,0.9,70.8,920.1912048,3.25,-0.2,79,17,24,24.1,91.36,0
6:00:00 AM,0.556051724,-2.090362069,34.53034483,922.862069,3.140966667,147.7969177,1,71.7,920.1912048,3.833333333,-0.4,80,17,25,24.1,91.37,0
7:00:00 AM,0.555091954,-2.203,34.65086207,923,1.7727,138.6996584,1,72.2,920.591172,2.277777778,-0.2,80,17,24,24.1,91.41,1
8:00:00 AM,0.39416092,-2.064206897,34.90241379,923,2.8369,148.2064831,1,72.6,920.591172,3.25,-0.1,80,17,28,24.1,91.41,0
9:00:00 AM,0.350097701,-1.888655172,34.79758621,923.0517241,3.153766667,147.376343,1.1,73,920.9911392,3.638888889,0.6,78,16,30,48.3,91.46,0
10:00:00 AM,0.431011494,-1.645086207,34.4237931,923.9482759,3.4244,149.4671867,1.2,72.7,921.3911064,4.083333333,-0.4,82,17,24,48.3,91.52,1
11:00:00 AM,0.540229885,-1.416396552,34.56310345,924.2413793,2.82765,150.1419816,1.3,72.9,922.0577184,3.333333333,0.7,78,16,23,48.3,91.57,2
12:00:00 PM,0.624517241,-1.045155172,34.78896552,925,2.87405,149.9311608,1.6,72.2,922.591008,3.361111111,0.7,78,17,24,64.4,91.62,2
1:00:00 PM,0.784471264,-0.541775862,34.62051724,925,2.321633333,149.4843973,2,71.7,922.9909752,2.694444444,1.2,77,16,18,64.4,91.64,2
2:00:00 PM,0.750488506,0.513862069,34.21103448,925.3965517,1.611516667,164.048322,2.5,70.1,923.25762,1.888888889,1.7,76,16,17,56.3,91.66,2
3:00:00 PM,0.546931034,1.581172414,34.11310345,925.9137931,1.957816667,144.858497,2.8,68.8,923.25762,2.277777778,1.6,76,16,15,64.4,91.67,0
4:00:00 PM,1.008643678,-0.031327586,34.73396552,926,1.914316667,165.0149166,2.4,70.5,923.5242648,2.333333333,1,79,17,16,64.4,91.71,1
5:00:00 PM,0.742816092,-0.817706897,34.72137931,926,1.788516667,171.0549468,2.1,72.2,923.924232,2.194444444,0.4,81,19,14,64.4,91.74,2
6:00:00 PM,2.270545977,-2.12012069,34.66672414,926.637931,1.52625,211.5013693,1,75.9,924.3241992,2.111111111,-0.3,84,20,12,24.1,91.78,2
7:00:00 PM,2.96883908,-3.346534483,34.71258621,927,1.092016667,210.9573314,0.4,77.8,924.590844,1.583333333,-1.3,87,18,15,24.1,91.82,6
8:00:00 PM,2.670994253,-5.054258621,34.58758621,927.637931,0.32145,228.2895255,-0.6,80.5,925.1241336,0.888888889,-1.5,88,20,5,24.1,91.86,7
9:00:00 PM,11.87172414,-6.303137931,34.84051724,928.1034483,0.108516667,213.7764885,-1.7,83.6,925.6574232,0.666666667,-2,92,36,1,24.1,91.94,14
10:00:00 PM,29.77103448,-6.566258621,35.24413793,929.0344828,0.154416667,230.5139021,-2.5,85.5,926.59068,0.611111111,-3.3,90,26,6,24.1,92.04,22
11:00:00 PM,24.71639655,-4.567206897,34.91655172,929.9827586,0.371616667,342.0599229,-1.5,82.6,927.5239368,0.972222222,-1.6,85,35,9,24.1,92.12,19
12:00:00 AM,3.23808046,-3.999327586,34.52844828,930.7931034,1.06865,306.3970306,-1.1,78.5,928.3238712,1.777777778,-1.9,85,34,15,16.1,92.22,3
1:00:00 AM,1.259126437,-4.591224138,34.66362069,931.8793103,1.291233333,307.7582254,-1.8,83.7,929.5237728,1.916666667,-2.7,91,34,11,9.7,92.32,2
2:00:00 AM,0.632189655,-5.086637931,34.64189655,932.9137931,1.236933333,328.9791411,-2.2,82.8,930.3237072,1.861111111,-2.8,87,36,10,9.7,92.4,2
3:00:00 AM,0.120689655,-5.217931034,34.81603448,933.637931,1.246433333,344.4125571,-2.3,81.3,931.1236416,1.888888889,-2.9,85,35,14,9.7,92.47,2
4:00:00 AM,0.214551724,-5.169810345,34.12931034,934.3448276,1.348083333,331.2358432,-2.2,76.8,931.923576,1.972222222,-2.8,77,35,18,9.7,92.55,1
5:00:00 AM,0.36733908,-5.245672414,34.07724138,935,1.505833333,332.4585894,-2.3,71.8,932.590188,2.222222222,-3,75,36,14,12.9,92.61,0
6:00:00 AM,0.444454023,-5.501896552,34.11913793,935.637931,1.4139,313.3962483,-2.5,70.8,932.9901552,2.222222222,-3.1,72,35,13,12.9,92.65,0
7:00:00 AM,0.628344828,-5.792258621,34.03724138,936,1.515616667,300.465985,-2.7,69.4,933.5234448,2.277777778,-3.4,73,34,17,16.1,92.71,0
8:00:00 AM,0.54408046,-5.931051724,34.09189655,936.6896552,1.228133333,310.9327564,-2.8,68.8,934.0567344,1.888888889,-3.5,72,34,13,24.1,92.75,0
9:00:00 AM,0.705954023,-6.042517241,34.18655172,937,1.2698,317.270568,-3,69.4,934.4567016,2.083333333,-3.6,73,35,16,40.2,92.8,0
10:00:00 AM,1.946844828,-5.820551724,34.06310345,937.6206897,1.511066667,295.6469641,-3,68.6,934.9899912,2.277777778,-3.6,72,35,11,32.2,92.84,2
11:00:00 AM,3.636994253,-5.783086207,34.21827586,938,0.990766667,305.1764034,-3.1,69.7,935.256636,1.638888889,-3.7,74,34,13,40.2,92.86,3
12:00:00 PM,3.55619774,-5.214576271,34.17389831,938,1.09395,298.7198047,-2.9,69.3,935.3899584,1.805555556,-3.5,72,35,12,48.3,92.86,4
1:00:00 PM,1.401124294,-4.409033898,34.13305085,938,0.689966667,318.9794818,-2.6,67.6,935.3899584,1.194444444,-3.1,72,36,5,48.3,92.85,2
2:00:00 PM,0.912850575,-0.370241379,33.43672414,937.8793103,0.5434,354.4405045,-2,63.9,935.256636,0.916666667,-2.7,69,36,2,64.4,92.82,2
3:00:00 PM,1.200643678,-1.177775862,34.19827586,937,1.047366667,193.5856021,-1.6,61.5,934.590024,1.416666667,-2.5,68,16,6,64.4,92.76,2
4:00:00 PM,1.537333333,-4.510327586,33.60206897,937,1.077616667,179.9680904,-2,63.8,934.1900568,1.666666667,-4.2,73,20,11,64.4,92.73,4
5:00:00 PM,2.371189655,-6.950431034,34.42241379,936.0862069,1.316466667,191.0308736,-2.9,67.5,933.7900896,1.777777778,-4.9,76,18,18,64.4,92.68,4
6:00:00 PM,3.158402299,-6.685362069,32.22396552,935.5862069,1.841283333,151.690452,-3.1,70,932.9901552,2.277777778,-4.2,77,17,28,24.1,92.57,4
7:00:00 PM,1.465982759,-6.53837931,34.85051724,934.7413793,3.22865,150.3724727,-3,72.6,932.0568984,4.083333333,-5.2,82,17,24,24.1,92.52,3
8:00:00 PM,1.626931034,-6.695758621,35.04172414,934,3.390866667,150.2903145,-3.2,74.6,931.5236088,4.222222222,-5.3,84,17,27,24.1,92.47,4
9:00:00 PM,1.405678161,-6.787948276,34.79603448,934,3.4228,154.4360563,-3.3,76.6,931.1236416,4.305555556,-5.3,85,17,25,24.1,92.45,2
10:00:00 PM,1.000488506,-6.907775862,35.52258621,933.1896552,3.5329,153.0405205,-3.4,80.3,930.590352,4.361111111,-4.8,88,18,30,24.1,92.38,0
11:00:00 PM,0.993298851,-6.191948276,34.96241379,932.637931,3.607483333,164.2473041,-3,81.3,930.0570624,4.277777778,-3.8,88,18,27,24.1,92.31,3
12:00:00 AM,0.885953216,-5.370561404,34.95315789,931.7017544,3.204,164.5222395,-2.1,80.8,929.257128,3.75,-3,87,18,25,24.1,92.23,2
1:00:00 AM,0.703097701,-5.360206897,34.59051724,931,3.072433333,180.7994111,-2,79.6,928.4571936,3.722222222,-3,87,18,22,24.1,92.15,0
2:00:00 AM,0.595304598,-4.618,34.98258621,930.2068966,3.158916667,167.4127982,-1.3,77,927.6572592,3.833333333,-2.7,85,17,29,24.1,92.06,1
3:00:00 AM,0.539764368,-4.20562069,34.70637931,929.3103448,3.96435,163.6605726,-1,75.1,926.8573248,4.777777778,-2.3,83,17,29,24.1,91.96,1
4:00:00 AM,0.336224138,-3.559327586,34.5562069,928.2413793,3.469666667,156.8265817,-0.4,72.3,925.924068,4.138888889,-1.8,81,18,29,24.1,91.92,0
5:00:00 AM,0.354885057,-3.15187931,34.69982759,927.8793103,3.3891,148.424458,0,71.8,925.257456,4.083333333,-1.1,79,16,34,24.1,91.83,0
6:00:00 AM,0.397517241,-2.875396552,34.71310345,927.0172414,3.709283333,162.2684913,0.2,70.3,924.590844,4.444444444,-0.9,78,17,31,24.1,91.75,0
7:00:00 AM,0.392229885,-1.925241379,34.28913793,926,3.54425,154.7555104,1.1,67,923.7909096,4.277777778,-0.1,74,19,22,24.1,91.72,0
8:00:00 AM,0.38362069,-2.482189655,34.33327586,926,2.510516667,162.1839184,0.6,68.8,923.6575872,2.888888889,-0.3,76,16,27,24.1,91.66,0
9:00:00 AM,0.457844828,-1.811827586,34.64103448,925.1551724,2.813916667,143.9342017,1.2,68.4,922.591008,3.25,0.2,75,16,25,64.4,91.57,0
10:00:00 AM,0.564183908,-1.349137931,34.49224138,924.0344828,3.381016667,146.7403522,1.5,68.1,921.6577512,3.805555556,0.8,72,16,30,64.4,91.45,0
11:00:00 AM,0.532574713,0.050189655,34.12775862,923.2758621,3.88885,125.0136576,2.6,62.9,920.8578168,4.527777778,2.1,66,14,21,64.4,91.39,0
12:00:00 PM,0.558425287,1.564137931,33.9237931,922.5689655,3.37725,128.3291745,3.2,60.1,920.1912048,3.888888889,3.2,63,16,22,64.4,91.33,0
1:00:00 PM,0.380752874,3.750413793,33.4237931,921.3275862,4.110316667,133.6002031,4.4,56.5,918.9913032,4.666666667,3.8,61,16,22,64.4,91.21,1
2:00:00 PM,0.415706897,5.13937931,33.33741379,921,3.85275,118.1926815,4.7,57,918.591336,4.333333333,4.2,59,13,23,64.4,91.19,1
3:00:00 PM,0.302666667,5.571586207,33.12758621,920.4482759,3.277383333,119.6944031,5.2,54.1,918.1913688,3.611111111,4.4,57,13,20,64.4,91.14,2
4:00:00 PM,0.538310345,2.416844828,34.21706897,920,3.32985,121.6890865,4.7,55.8,917.924724,3.805555556,3.2,63,14,22,64.4,91.11,1
5:00:00 PM,0.566568966,1.079551724,33.98706897,920,2.575866667,120.2480361,3.9,60.5,917.6580792,3,2.6,66,14,15,64.4,91.11,1
6:00:00 PM,1.896114943,0.15837931,34,920,2.0623,128.3420658,3.3,62.7,917.7914016,2.277777778,2.6,65,16,14,24.1,91.13,3
7:00:00 PM,2.210695402,-0.214068966,34.34206897,920.1896552,2.060483333,150.0871162,3,63,918.1913688,2.5,0.5,74,24,9,24.1,91.17,2
8:00:00 PM,3.424252874,-1.121258621,34.29603448,921,1.237783333,162.8389096,2.2,64.8,918.4580136,1.611111111,1.7,66,1,7,24.1,91.21,0
9:00:00 PM,10.99396552,-2.394086207,34.07482759,921,0.81005,192.4309282,1.4,66.2,918.8579808,1.166666667,-0.1,73,32,4,24.1,91.24,5
10:00:00 PM,10.69,-3.4105,34.88948276,921.2068966,0.723883333,149.8118214,0.2,70.1,918.9913032,1.111111111,0.6,65,36,2,24.1,91.25,5
11:00:00 PM,11.98804598,-3.178603448,33.84482759,921.5344828,0.48105,306.0712285,0.3,64.8,919.1246256,1.027777778,-0.1,62,36,9,24.1,91.27,8
12:00:00 AM,5.747701149,-2.835327586,34.0012069,922,1.683933333,291.5474117,0.2,61.3,919.257948,2.444444444,-0.6,66,33,17,24.1,91.25,6
1:00:00 AM,12.18890805,-3.229172414,34.18086207,921.4310345,0.867033333,278.5025881,0,62.2,918.9913032,1.305555556,-1.3,70,31,7,12.9,91.24,7
3:00:00 AM,6.615344828,-5.012862069,34.25586207,920.362069,0.231166667,324.911944,-1.2,68.6,917.924724,0.722222222,-3.1,74,31,7,24.1,91.08,4
4:00:00 AM,6.491321839,-7.244172414,34.68706897,919.6724138,0.138783333,204.0257803,-2.4,72.5,916.9914672,0.75,-2.9,75,36,1,24.1,91,6
5:00:00 AM,10.57793103,-7.531672414,32.85086207,918.7758621,0.30495,153.7187891,-3.3,75,916.1915328,0.694444444,-4.7,82,26,14,24.1,90.93,5
6:00:00 AM,7.952988506,-7.462741379,33.81017241,918.1206897,0.186683333,116.9637395,-3.8,76.8,915.6582432,0.694444444,-4.3,80,31,3,24.1,90.86,5
7:00:00 AM,10.4391954,-7.431189655,34.55327586,917.5172414,0.120916667,269.0134827,-3.9,78.9,914.8583088,0.638888889,-4.3,83,36,4,24.1,90.81,11
8:00:00 AM,13.08862069,-7.063517241,34.48689655,917,0.244166667,285.7303821,-3.7,78.3,914.4583416,0.75,-3,80,32,14,24.1,90.76,9
9:00:00 AM,7.059885057,-5.949017241,34.77017241,916.5,1.1489,282.9518553,-2.7,76.9,913.925052,1.75,-3.4,82,32,13,64.4,90.72,5
10:00:00 AM,8.273678161,-5.9925,34.43948276,916.137931,0.954483333,280.8071849,-2.7,74.9,913.7917296,1.277777778,-3.4,78,34,9,64.4,90.69,3
11:00:00 AM,4.317126437,-5.764913793,34.34034483,916,1.389266667,299.3047032,-2.8,72.5,913.6584072,2.055555556,-3.8,76,34,15,64.4,90.73,3
12:00:00 PM,5.852568966,-5.550603448,34.26862069,916.9310345,1.4312,297.8814327,-3.2,70,914.0583744,1.944444444,-3.5,74,36,14,64.4,90.75,7
1:00:00 PM,1.714057471,-5.104,34.31241379,917,1.53455,332.2628253,-2.9,71.1,914.1916968,2.111111111,-3.6,76,34,15,64.4,90.78,6
2:00:00 PM,1.886931034,-5.038948276,33.97982759,917,1.31565,332.1433239,-2.7,70.1,914.4583416,1.861111111,-3.5,74,35,11,64.4,90.8,3
3:00:00 PM,1.4545,-5.651982759,34.04431034,917.2931034,1.2249,11.63696949,-2.8,69.1,914.8583088,1.666666667,-3.5,72,1,9,64.4,90.85,4
4:00:00 PM,1.393683908,-5.311344828,33.98448276,918,1.114866667,1.739280593,-2.7,66.3,915.5249208,1.722222222,-3.4,71,35,8,64.4,90.93,3
5:00:00 PM,1.177971751,-6.082745763,34.15966102,918.8474576,1.039466667,10.65553621,-3,67.9,916.1915328,1.5,-4.1,76,36,4,40.2,90.99,1
6:00:00 PM,5.573587571,-7.195440678,34.36440678,919.3220339,0.839516667,279.1933139,-3.7,71.4,916.8581448,1.222222222,-5,81,30,9,24.1,91.06,9
7:00:00 PM,10.21948276,-7.376431034,32.2387931,920,0.80375,269.4015455,-4,72.9,917.5247568,1.305555556,-5.5,81,29,7,24.1,91.12,8
8:00:00 PM,10.13842105,-8.156877193,34.14175439,920.9473684,0.35005,261.7627588,-4.6,74.6,918.3246912,0.722222222,-5.4,82,1,3,24.1,91.18,9
9:00:00 PM,14.34446552,-7.891482759,32.62931034,921,0.63275,281.7500235,-4.7,75.3,918.7246584,1.111111111,-5.5,77,32,9,12.9,91.22,7
10:00:00 PM,17.1337931,-9.122155172,32.17672414,921.9655172,0.317666667,266.388627,-5.2,72.9,919.1246256,0.833333333,-6.6,82,28,5,12.9,91.27,13
11:00:00 PM,66.07068966,-10.59,30.5862069,922.4482759,0.417533333,252.2237105,-6.7,76.4,919.7912376,0.916666667,-8.5,83,26,7,24.1,91.33,23
12:00:00 AM,17.50045977,-11.13068966,31.63068966,923,0.292266667,235.8921791,-7.6,76,920.3245272,0.888888889,-8.7,83,27,5,24.1,91.38,10
1:00:00 AM,10.39143678,-11.52948276,32.48689655,923,0.247933333,206.4028026,-8,77.7,920.7244944,0.833333333,-8.6,85,21,3,16.1,91.41,6
2:00:00 AM,8.944425287,-11.02448276,31.82465517,923.5344828,0.302366667,184.2090709,-8,77.8,920.9911392,1,-8.1,84,23,3,4.8,91.46,6
3:00:00 AM,10.82471264,-10.31465517,31.55637931,924,0.320116667,218.0453732,-7.5,80.9,921.257784,0.75,-8.9,86,26,6,8.1,91.48,7
4:00:00 AM,23.35252874,-11.78362069,31.54913793,924.3448276,0.16415,210.8215007,-8.1,78.2,921.7910736,0.944444444,-10.2,88,25,4,16.1,91.53,11
5:00:00 AM,16.09045977,-11.68482759,31.57482759,925,0.16725,215.5565531,-8.4,77.3,922.1910408,0.972222222,-9.7,86,24,4,16.1,91.56,10
6:00:00 AM,10.17011494,-11.2812069,30.99275862,925,0.219983333,217.4941649,-8.3,77.3,922.7243304,0.888888889,-9.8,86,24,5,16.1,91.61,8
7:00:00 AM,9.170574713,-11.22465517,31.385,925.8103448,0.13355,206.1973435,-8.2,76.1,923.1242976,1,-10,86,36,2,16.1,91.66,8
8:00:00 AM,10.69482759,-11.88275862,31.43689655,926,0.588066667,207.1316806,-8.9,77.7,923.5242648,1.194444444,-9.9,85,23,4,16.1,91.71,6
9:00:00 AM,12.21114943,-11.85603448,31.54465517,926.8965517,0.603283333,169.7176403,-8.9,79.5,924.0575544,1.25,-9.8,86,21,5,48.3,91.75,9
10:00:00 AM,12.74626437,-11.57310345,30.67672414,927,0.454566667,208.787659,-8.8,78.3,924.3241992,1.111111111,-9.6,86,33,3,48.3,91.77,9
11:00:00 AM,14.37350575,-10.47965517,31.90775862,927.3275862,0.405716667,142.9152481,-8.5,80.1,924.8574888,1.111111111,-8.9,87,18,4,0.6,91.83,10
12:00:00 PM,15.21850575,-9.710258621,32.99448276,928,0.33865,209.4661561,-7.6,78.6,925.257456,1.027777778,-10,89,22,3,19.3,91.86,14
1:00:00 PM,17.58850575,-3.840568966,29.88189655,928,0.382633333,198.340067,-6.3,72.1,925.3907784,1.25,-8.7,89,36,3,48.3,91.86,15
2:00:00 PM,8.559252874,-2.43062069,33.59655172,928,0.7826,146.8939665,-6.6,75.7,925.5241008,1.444444444,-7.9,88,17,4,64.4,91.87,6
3:00:00 PM,6.973045977,-3.692793103,32.62793103,928,0.27705,222.8551599,-5.8,71.4,925.5241008,1.277777778,-6.6,84,14,5,64.4,91.86,6
4:00:00 PM,8.77316092,-10.60784483,31.60224138,927.7758621,0.59525,183.8154589,-6.8,78,925.1241336,1.5,-9.1,82,23,12,64.4,91.83,8
5:00:00 PM,6.565689655,-9.687241379,31.6062069,927.0689655,1.710283333,147.3395406,-6.2,77.4,924.590844,2.222222222,-7.6,83,17,27,64.4,91.78,11
6:00:00 PM,3.639522989,-9.435172414,32.71396552,927,2.161533333,130.6116716,-6.1,76.5,924.3241992,2.472222222,-7.2,84,18,25,24.1,91.72,6
7:00:00 PM,3.770408046,-9.699310345,33.26310345,926.2068966,1.601883333,122.65472,-6.3,78.8,923.5242648,1.888888889,-7.2,85,17,28,24.1,91.64,3
8:00:00 PM,7.688603448,-10.18413793,30.82637931,925.4827586,0.963766667,38.80081575,-7,81.1,922.8576528,1.305555556,-6.8,83,14,14,24.1,91.57,5
9:00:00 PM,3.267206897,-9.332586207,32.58603448,924.5862069,2.2184,151.1338434,-6,79.1,921.924396,2.972222222,-6.4,85,17,35,24.1,91.47,3
10:00:00 PM,2.182505747,-8.743965517,33.88775862,923.3448276,3.87575,150.966101,-5.5,77.7,920.7244944,4.694444444,-6.6,84,18,29,24.1,91.37,0
11:00:00 PM,1.120212644,-7.637913793,31.67965517,922.137931,4.102966667,156.2413385,-4.4,72.7,919.5245928,5.083333333,-6,83,18,31,24.1,91.27,0
12:00:00 AM,0.988494253,-7.385017241,34.31758621,921.1206897,3.94505,151.6004639,-4.2,71.9,918.4580136,4.861111111,-5.3,81,17,36,24.1,91.11,0
1:00:00 AM,1.078551724,-7.260327586,32.53206897,919.5862069,3.8074,151.7788143,-4.1,72.5,916.9914672,4.75,-4.8,79,17,35,24.1,90.99,0
2:00:00 AM,0.762448276,-6.747413793,33.69258621,918,3.778133333,162.0876767,-3.5,70.6,915.3915984,4.444444444,-4.6,79,18,28,24.1,90.8,0
3:00:00 AM,0.778252874,-6.461068966,34.23017241,916.3275862,3.676266667,182.9909147,-3.2,70.1,913.6584072,4.222222222,-3.5,73,17,20,24.1,90.66,0
4:00:00 AM,0.976074713,-6.131465517,34.18965517,914.3793103,3.215716667,154.6488446,-3,68.7,911.7918936,3.472222222,-4,76,18,23,24.1,90.41,1
5:00:00 AM,0.706425287,-6.385793103,34.86775862,911.7931034,2.982483333,139.6581322,-3.2,72.1,909.1254456,3.472222222,-3.9,80,16,31,24.1,90.17,0
6:00:00 AM,0.366396552,-6.675189655,34.91241379,909.6551724,3.179383333,142.344925,-3.5,78,907.1256096,3.638888889,-4.1,85,15,27,4.8,89.96,0
7:00:00 AM,0.325178161,-6.645672414,34.74534483,907.7931034,3.232866667,148.2410929,-3.5,79.4,905.259096,3.638888889,-4,84,17,25,6.4,89.82,0
8:00:00 AM,0.472206897,-6.422965517,34.69982759,906.4827586,3.4602,153.3055745,-3.3,79.4,903.925872,4.138888889,-3.6,84,17,28,9.7,89.7,0
9:00:00 AM,0.437252874,-5.857603448,34.65810345,905.3965517,3.194033333,155.7848909,-2.7,77.1,902.8592928,3.833333333,-3.4,84,18,23,48.3,89.64,0
10:00:00 AM,0.572298851,-5.523137931,34.86637931,905,3.558683333,158.3443626,-2.5,77.1,902.3260032,4.222222222,-3,82,18,22,48.3,89.56,0
11:00:00 AM,0.608206897,-4.519362069,34.6837931,904.1034483,2.829166667,152.2007208,-1.8,73.7,901.7927136,3.444444444,-2.1,78,16,23,48.3,89.5,2
12:00:00 PM,0.385528736,-3.199258621,34.22103448,903.8793103,2.656783333,141.8532607,-0.9,69.3,901.259424,2.916666667,-1.7,76,15,21,48.3,89.45,1
1:00:00 PM,0.370218391,-3.069568966,34.11913793,903,2.758633333,128.5149824,-0.6,68.3,900.8594568,3.166666667,-1.5,75,17,23,64.4,89.41,0
2:00:00 PM,0.66954023,-3.222844828,34.3937931,903,2.755683333,146.9337851,-0.5,69.1,900.4594896,3.194444444,-1,74,16,28,64.4,89.37,0
3:00:00 PM,0.644172414,-2.665241379,34.14672414,902.1896552,2.722483333,153.9470827,0,66.6,899.7928776,3.25,-0.5,70,15,22,64.4,89.32,1
4:00:00 PM,0.473678161,-2.458637931,34.24258621,902,2.231966667,164.2111194,0.3,65.2,899.6595552,2.75,-0.7,74,18,18,64.4,89.3,1
5:00:00 PM,0.559867816,-2.879741379,34.37913793,901.3448276,2.681366667,163.1837132,0.1,68,898.9929432,3.305555556,-1.3,76,17,23,64.4,89.23,0
6:00:00 PM,0.53783908,-3.314793103,34.59465517,901,2.57715,155.2928596,-0.1,69.8,898.592976,3.111111111,-1,77,18,21,24.1,89.21,0
7:00:00 PM,0.950195402,-3.073137931,34.37465517,901,2.330866667,154.0360665,0,70.2,898.592976,2.916666667,-0.7,77,17,18,16.1,89.21,0
8:00:00 PM,1.34433908,-3.306758621,34.4987931,901,1.045616667,120.8749864,-0.2,72.6,898.7262984,1.25,-1.5,79,3,5,16.1,89.22,0
9:00:00 PM,2.545873563,-4.593586207,34.35189655,901.3103448,1.11315,313.9509049,-1.6,77.7,898.9929432,1.611111111,-2.7,84,35,10,24.1,89.26,1
10:00:00 PM,2.454694444,-5.559916667,34.27516667,902,1.106833333,336.2111805,-2.7,79.5,899.5262328,1.777777778,-3.7,85,35,14,24.1,89.33,2
11:00:00 PM,1.978333333,-6.769413793,34.2887931,902.6206897,1.166333333,319.8742635,-3.8,80,900.0595224,1.833333333,-4.8,85,34,15,24.1,89.39,3
12:00:00 AM,2.423729885,-7.612189655,34.16362069,903.1896552,1.385783333,301.5545312,-4.7,79.6,900.8594568,2,-5.5,84,34,13,12.9,89.46,3
1:00:00 AM,1.480867816,-8.171896552,33.68086207,904,1.503633333,306.0536404,-5.2,77.8,901.5260688,2.305555556,-6,81,34,15,16.1,89.53,1
2:00:00 AM,1.110149425,-8.591896552,30.55586207,904.7931034,1.344983333,313.8379438,-5.7,74.9,902.1926808,1.944444444,-6.2,78,34,12,16.1,89.6,1
3:00:00 AM,0.899425287,-8.849137931,32.73534483,905.4482759,1.402783333,307.2990295,-6,72.8,902.8592928,2.333333333,-6.6,76,35,18,16.1,89.66,1
4:00:00 AM,1.035442529,-9.332586207,31.50862069,906,1.408566667,330.6214768,-6.3,73,903.3925824,2.055555556,-6.9,76,34,13,16.1,89.71,2
5:00:00 AM,1.091471264,-9.47137931,32.37637931,906.5172414,1.432866667,320.3066651,-6.6,75,903.925872,2.25,-7.3,81,33,13,16.1,89.76,1
6:00:00 AM,0.499022989,-9.951551724,33.20275862,907,1.3867,330.2139916,-7,78.9,904.3258392,2.027777778,-7.7,85,35,10,16.1,89.81,0
7:00:00 AM,0.883609195,-10.42551724,32.09482759,907.7068966,1.401433333,337.0030488,-7.4,81.3,904.9924512,1.861111111,-7.9,83,34,17,12.9,89.86,0
8:00:00 AM,1.55562069,-10.39448276,30.42965517,908.0172414,1.475816667,319.3549888,-7.5,78.6,905.6590632,2.25,-8,79,35,16,9.7,89.93,1
9:00:00 AM,1.302655172,-10.46431034,30.78155172,909,1.524133333,331.316052,-7.6,72.9,906.4589976,2.138888889,-8.1,74,36,13,16.1,90.02,2
10:00:00 AM,1.394672414,-10.53775862,31.01293103,909.8965517,1.321816667,338.2962736,-7.6,72.1,907.1256096,2.083333333,-8.1,74,34,19,12.9,90.08,1
11:00:00 AM,1.029701149,-10.49465517,29.6737931,910.5517241,1.3839,319.9688141,-7.7,70.9,907.925544,2.138888889,-8.3,72,35,18,6.4,90.16,1
12:00:00 PM,2.769873563,-10.59086207,30.52896552,911.0689655,1.7031,312.2109365,-8,73.9,908.592156,2.583333333,-8.7,82,34,14,1.6,90.23,1
1:00:00 PM,1.602988506,-10.86586207,32.0287931,912,1.589216667,320.3995615,-8.3,77.5,909.3920904,2.527777778,-8.7,81,35,20,2,90.31,1
2:00:00 PM,1.285902299,-10.97051724,32.15948276,912.8793103,1.423366667,325.7450494,-8.3,78.2,910.1920248,2.166666667,-8.9,83,35,18,1.2,90.38,1
3:00:00 PM,1.108718391,-11.05586207,31.43810345,913.0344828,1.6771,331.6881525,-8.5,79.3,910.7253144,2.472222222,-8.9,81,35,17,12.9,90.43,1
4:00:00 PM,1.193982759,-11.26258621,30.49,914,1.60095,4.13528486,-8.5,75.8,911.3919264,2.472222222,-9,78,36,16,3.2,90.51,1
5:00:00 PM,1.497574713,-11.43931034,30.37465517,914.8448276,1.412416667,309.5349634,-8.6,74.6,912.0585384,2.222222222,-9.1,76,35,18,6.4,90.57,2
6:00:00 PM,1.066574713,-11.73310345,30.35896552,915.2758621,1.624983333,332.7943285,-8.7,75,912.7251504,2.388888889,-9.3,81,35,17,2.4,90.64,1
7:00:00 PM,1.261494253,-12.18775862,30.35224138,916.0344828,1.60815,329.6788675,-9.1,78.4,913.5250848,2.472222222,-9.6,81,35,16,4,90.72,0
8:00:00 PM,1.57033908,-12.29810345,29.70517241,917,1.44245,322.1169263,-9.3,77.9,914.4583416,2.277777778,-9.9,83,35,14,2.4,90.82,1
9:00:00 PM,1.311218391,-12.61137931,29.83793103,918.1206897,1.57865,322.7508361,-9.6,78.3,915.5249208,2.25,-10.1,79,35,14,3.2,90.93,1
