,dt_hour,PM25_ugm3_Mean,ambient_Temp_C_Mean,rh_pct_Mean,BarometricPressure_mbar_Mean,airport_wind_spd_kmh,airport_wind_dir,season_Autumn,season_Spring,season_Summer,season_Winter
70907,2015-11-14 21:00,3.246649425,-15.52275862,25.10344828,928.0,1.0,360,0,0,0,1
70908,2015-11-14 22:00,9.627758621,-17.36017241,23.47103448,928.0,5.0,240,0,0,0,1
70909,2015-11-14 23:00,52.77247126,-18.79137931,21.57896552,928.0,7.0,250,0,0,0,1
70910,2015-11-15 0:00,15.66672414,-19.37396552,20.64758621,928.0,6.0,260,0,0,0,1
70911,2015-11-15 1:00,21.35321839,-18.89103448,20.47275862,928.0,5.0,230,0,0,0,1
70912,2015-11-15 2:00,21.68457627,-18.36288136,21.46610169,928.0,4.0,150,0,0,0,1
70913,2015-11-15 3:00,20.60943503,-17.76457627,22.26694915,928.0,2.0,360,0,0,0,1
70914,2015-11-15 4:00,19.6966092,-17.72568966,22.42672414,928.0,2.0,360,0,0,0,1
70915,2015-11-15 5:00,9.447758621,-17.93396552,22.11051724,928.0,4.0,190,0,0,0,1
70916,2015-11-15 6:00,12.41005747,-18.09689655,22.04603448,928.0,5.0,180,0,0,0,1
70917,2015-11-15 7:00,10.79201149,-19.02206897,21.35741379,927.5,7.0,200,0,0,0,1
70918,2015-11-15 8:00,15.709597699999998,-20.29517241,19.85655172,927.4310345000001,8.0,180,0,0,0,1
70919,2015-11-15 9:00,19.19867816,-20.90482759,19.30310345,927.9827586000001,4.0,220,0,0,0,1
70920,2015-11-15 10:00,16.63735632,-19.70724138,20.4237931,927.9482759,3.0,360,0,0,0,1
70921,2015-11-15 11:00,14.28471264,-17.65517241,21.655,927.0344828,3.0,130,0,0,0,1
70922,2015-11-15 12:00,15.49902299,-16.53637931,22.45810345,927.0,6.0,180,0,0,0,1
70923,2015-11-15 13:00,5.081781609,-15.47413793,23.61327586,927.0,3.0,70,0,0,0,1
70924,2015-11-15 14:00,6.7317816089999996,-13.47844828,24.65517241,927.0,1.0,360,0,0,0,1
70925,2015-11-15 15:00,4.383908046,-12.73637931,25.25568966,927.0,2.0,360,0,0,0,1
70926,2015-11-15 16:00,8.54408046,-13.68517241,26.383793100000005,927.0,3.0,290,0,0,0,1
70927,2015-11-15 17:00,11.37166667,-14.09034483,26.62086207,927.0,8.0,160,0,0,0,1
70928,2015-11-15 18:00,3.331005747,-13.481206900000002,29.02724138,927.0,14.0,150,0,0,0,1
70929,2015-11-15 19:00,1.669074713,-13.35896552,29.653793100000005,927.0,23.0,170,0,0,0,1
70930,2015-11-15 20:00,1.755275862,-13.185,30.77310345,926.9827586000001,21.0,160,0,0,0,1
70931,2015-11-15 21:00,1.4798735630000002,-12.7787931,31.55155172,926.5,24.0,160,0,0,0,1
70932,2015-11-15 22:00,1.7394540230000002,-12.56431034,32.01568966,926.6724138000001,30.0,160,0,0,0,1
70933,2015-11-15 23:00,2.318028736,-12.48568966,31.95241379,926.5344828,22.0,170,0,0,0,1
70934,2015-11-16 0:00,1.634545977,-12.75189655,31.53293103,926.2068966,23.0,180,0,0,0,1
70935,2015-11-16 1:00,1.870906433,-12.88912281,31.0,926.0,20.0,190,0,0,0,1
70936,2015-11-16 2:00,2.308454023,-13.0462069,30.16672414,926.0,20.0,180,0,0,0,1
70937,2015-11-16 3:00,1.58045977,-12.99862069,30.655,926.0,25.0,170,0,0,0,1
70938,2015-11-16 4:00,1.180551724,-13.06103448,30.23431034,925.6206897,16.0,170,0,0,0,1
70939,2015-11-16 5:00,2.236551724,-12.88672414,30.211206899999997,925.0,5.0,200,0,0,0,1
70940,2015-11-16 6:00,1.4271839080000002,-12.51896552,30.54775862,924.1551724,11.0,180,0,0,0,1
70941,2015-11-16 7:00,2.397965517,-12.73741379,30.51293103,923.6724138000001,7.0,360,0,0,0,1
70942,2015-11-16 8:00,9.010172414,-14.80396552,27.34189655,923.0,7.0,10,0,0,0,1
70943,2015-11-16 9:00,22.66936782,-14.47655172,27.37672414,922.6379310000001,2.0,360,0,0,0,1
