Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa]
2020-05-06 12:00:00,18.118431372549022,24.484313725490193,13.239215686274509,15.203921568627452,16.056862745098044,68.56725490196078,1.4229954705882353,361.4029411764708,1.4214389607843143,99264.55294117646
2020-05-06 15:00:00,22.41966666666665,18.706833333333343,1.4438888888888888,2.167222222222222,2.3355555555555547,61.3342777777778,1.4235611944444442,67.1921666666667,1.4237815500000002,99144.96722222223
2020-05-06 18:00:00,15.92522222222221,23.32111111111112,2.222222222222219,3.1199999999999974,3.3466666666666667,58.5331666666667,1.4230150111111117,40.908166666666666,1.4236533833333336,99162.45000000004
2020-05-06 21:00:00,11.488111111111103,26.95233333333334,0.7294444444444439,1.233333333333333,1.390555555555556,55.46633333333334,1.4227080999999995,40.45527777777777,1.4234627166666671,99225.87777777771
2020-05-07 00:00:00,9.497722222222219,31.737777777777783,1.2516666666666683,1.8944444444444428,2.0683333333333342,53.855611111111095,1.4226079611111109,44.592111111111095,1.423364738888888,99109.21111111107
2020-05-07 03:00:00,7.994555555555556,33.406388888888884,0.8388888888888892,1.4544444444444442,1.621111111111111,52.381222222222235,1.4225373833333337,46.46005555555556,1.4232997777777778,99007.64999999998
2020-05-07 06:00:00,12.007597765363135,28.849217877094972,1.8608938547486031,2.569832402234637,2.7832402234636873,56.632346368715055,1.422732748603352,45.62955307262569,1.4234516759776534,98958.81452513969
2020-05-07 09:00:00,18.666055555555566,24.096055555555544,1.57,2.2627777777777784,2.3983333333333343,64.14822222222222,1.4231545277777768,35.851555555555564,1.4238254944444442,98827.20666666664
2020-05-07 12:00:00,16.018444444444444,38.28238888888888,2.424999999999999,3.3733333333333317,3.5572222222222205,57.117777777777775,1.4230628277777773,34.31933333333333,1.4237109611111114,98775.37000000005
2020-05-07 15:00:00,14.313166666666673,42.432944444444445,2.0344444444444445,2.891666666666668,3.0655555555555534,39.0673333333333,1.4232848888888892,40.76427777777778,1.423586127777778,98815.10333333335
2020-05-07 18:00:00,12.094777777777777,33.73688888888888,6.575,8.200555555555558,8.693888888888884,55.471111111111135,1.4227596777777776,30.215555555555547,1.423562905555556,98913.57055555555
2020-05-07 21:00:00,7.403611111111113,43.604944444444435,1.7811111111111106,2.7861111111111136,3.0299999999999994,44.5761111111111,1.4226563444444436,42.56183333333333,1.4233069666666665,99081.35888888889
2020-05-08 00:00:00,5.286833333333332,43.98555555555556,1.0127777777777773,1.7294444444444452,1.9405555555555538,41.25038888888889,1.4225815555555552,45.0701111111111,1.4232162888888884,99118.2133333333
2020-05-08 03:00:00,3.567111111111111,48.16455555555557,0.1494444444444446,0.572222222222223,0.694444444444444,41.847555555555545,1.4224536666666663,45.7438888888889,1.423152427777778,99070.97555555556
2020-05-08 06:00:00,5.455444444444447,38.60655555555557,0.23833333333333348,0.457777777777777,0.554999999999999,41.46966666666667,1.4225883833333333,48.73272222222223,1.4231963388888882,99082.25833333333
2020-05-08 09:00:00,11.962777777777784,23.808666666666674,0.661111111111111,0.7688888888888886,0.8594444444444443,51.631222222222206,1.422830844444444,37.74833333333334,1.4235054500000008,99052.30666666669
2020-05-08 12:00:00,13.752666666666672,21.356555555555556,4.732222222222224,5.410555555555558,5.816111111111109,54.58977777777777,1.4228944888888886,29.7522777777778,1.4236266722222222,98978.85722222223
2020-05-08 15:00:00,12.80077777777778,19.700333333333326,9.354444444444436,10.890555555555554,11.35222222222222,53.77849999999999,1.4228329500000003,30.089666666666673,1.4235833055555556,98968.07111111112
2020-05-08 18:00:00,6.379444444444444,25.75583333333334,1.3733333333333324,1.7416666666666722,1.928333333333336,52.37855555555555,1.422429077777778,31.48450000000001,1.4233499666666671,99115.1038888889
2020-05-08 21:00:00,2.3976111111111122,40.40883333333332,0.002777777777777778,0.0944444444444445,0.19277777777777788,43.0532777777778,1.422350594444445,39.29788888888889,1.423157294444444,99302.5611111111
2020-05-09 00:00:00,1.0208333333333341,53.582611111111085,0.019444444444444455,0.13833333333333367,0.24666666666666714,36.400000000000006,1.4223917666666672,42.08161111111111,1.4230902888888892,99356.49499999998
2020-05-09 03:00:00,0.31033333333333346,54.052666666666646,8.398888888888887,9.591111111111115,10.246111111111114,36.70155555555555,1.422337755555556,44.09605555555557,1.4230517555555555,99338.53888888888
2020-05-09 06:00:00,3.180222222222224,49.19077777777777,2.562222222222223,3.256666666666665,3.560555555555549,38.08322222222223,1.4225035999999995,52.846166666666626,1.4230892388888896,99372.54222222226
2020-05-09 09:00:00,8.61705555555555,39.20272222222219,0.43611111111111145,0.8916666666666658,1.0194444444444455,38.86194444444444,1.4228544166666675,41.87105555555554,1.4233537499999995,99286.11222222226
2020-05-09 12:00:00,9.802333333333332,38.22366666666666,0.25833333333333364,0.563333333333333,0.6694444444444445,41.77583333333334,1.4228750333333335,34.41461111111111,1.423447516666667,99348.3477777778
2020-05-09 15:00:00,10.247444444444444,29.72616666666666,0.24555555555555558,0.3916666666666661,0.4749999999999993,53.54122222222225,1.4226645833333333,33.48733333333333,1.423469383333334,99410.00888888887
2020-05-09 18:00:00,8.471388888888894,33.61711111111112,0.1722222222222222,0.5911111111111111,0.7227777777777777,54.38755555555556,1.4225284388888886,37.01483333333332,1.4233830222222223,99491.96777777784
2020-05-09 21:00:00,6.301444444444448,39.35744444444443,1.4883333333333355,2.0577777777777775,2.23,48.831722222222226,1.4224959500000003,41.84044444444446,1.4232740444444443,99609.52055555551
