,E Series Sensor Data,Linear Regression Prediction,Reference pm Measurement
2617,4.556132184,3.666487709,6
2618,4.387304598,3.576112059,5
2619,4.648787356,3.76304172,6
2620,2.453448276,2.353415503,3
2621,1.368321839,1.745083906,3
2622,1.084770115,1.581571084,4
2623,0.954517241,1.485568142,1
2624,1.498051724,1.837101398,0
2625,2.401804598,2.365785699,2
2626,2.478436782,2.485500216,4
2627,2.893609195,2.67733266,4
2628,4.08866092,3.425342356,5
2629,5.970747126,4.556446306,11
2630,4.818522989,3.871031372,7
2631,2.885902299,2.694008327,4
2632,2.120637931,2.237096862,2
2633,2.190166667,2.281096561,0
2634,2.794097701,2.61927949,1
2635,2.207396552,2.25290804,2
2636,2.351436782,2.396757764,3
2637,2.79362069,2.660216961,4
2638,2.529591954,2.465726187,3
2639,3.958344828,3.334185292,3
2640,3.919408046,3.325783711,3
2641,2.098741379,2.215469551,3
2642,6.149425287,4.725249149,10
2643,2.468327586,2.453592363,6
2644,2.865022989,2.733969966,3
2645,3.882752874,3.338249765,2
2646,8.923563218,6.408489342,5
2647,7.388563218,5.499366631,5
2648,9.98183908,7.074377036,6
2649,9.04591954,6.491092894,7
2650,9.417643678,6.702589329,6
2651,6.654942529,5.053576432,4
2652,4.409982759,3.648155743,4
2653,4.087132184,3.467316897,6
2654,3.290655172,2.985157527,5
2655,1.207070175,1.737974416,3
2656,1.774913793,2.004723539,1
2657,1.82133908,2.088192731,2
2658,1.584779661,1.910971556,2
2659,1.637915254,1.920053176,2
2660,1.155241379,1.56062805,1
2661,0.937327586,1.451564894,0
2662,1.205005747,1.598168616,0
2663,1.751442529,2.023517889,2
2664,1.931994253,2.080336531,2
2665,1.443051724,1.836619307,3
2666,0.947793103,1.511906753,1
2667,1.653316092,1.973092741,0
2668,1.614936782,1.922428591,0
2669,1.069436782,1.61793162,0
2670,1.030201149,1.523508042,0
2671,0.8865,1.440636461,1
2672,0.82183908,1.400033238,0
2673,1.527304598,1.896121935,1
2674,0.870701149,1.467855978,1
2675,1.461206897,1.825468112,1
2676,1.320408046,1.761181031,2
2677,2.156137931,2.238098907,3
2678,1.461683908,1.841600554,2
2679,1.058442529,1.581618669,0
2680,0.942051724,1.4705516,0
2681,1.165712644,1.559403586,0
2682,2.32562069,2.33245925,1
2683,2.894908046,2.6641306,2
2684,2.362609195,2.272050498,1
2685,2.326586207,2.291881101,0
2686,2.377896552,2.353474887,0
2687,2.034028736,2.131277118,0
2688,2.058804598,2.163410022,1
2689,1.495672414,1.834234504,2
2690,0.947333333,1.479996814,0
2691,1.620683908,1.843150642,0
2692,1.972172414,2.075201284,0
2693,2.714672414,2.531093673,5
2694,1.75145977,1.975923271,4
2695,1.424327586,1.755586397,1
2696,1.533028736,1.853426211,2
2697,0.730362069,1.33951005,1
2698,1.164775862,1.662156606,0
2699,1.092902299,1.55531617,2
2700,2.053178161,2.169958457,3
2701,1.543591954,1.847455473,3
2702,1.416649425,1.75150352,2
2703,1.401327586,1.747962078,1
2704,1.454517241,1.841241768,2
2705,1.246087719,1.65235187,1
2706,1.086178161,1.589181306,0
2707,1.915218391,2.090938237,1
2708,1.661885057,1.877023638,0
2709,1.424804598,1.702883246,0
2710,1.476551724,1.717709956,0
2711,1.535751412,1.872041871,0
2712,1.296627119,1.67306183,0
2713,1.967017241,2.156706891,0
2714,1.42383908,1.789860219,0
2715,0.753810345,1.379090219,0
2716,1.145109195,1.608687653,1
2717,0.714568966,1.428275797,0
2718,0.354885057,1.185837246,0
2719,0.650373563,1.404923804,0
2720,1.249982759,1.692126142,0
2721,0.886494253,1.56013783,2
2722,0.781109195,1.428328133,0
2723,0.857752874,1.54518152,0
2724,0.74666092,1.48586956,0
2725,0.565609195,1.284425942,0
2726,0.940609195,1.603444083,0
2727,0.893678161,1.487732279,0
2728,1.245695402,1.794535422,0
2729,1.201597701,1.776892928,2
2730,1.591465517,1.99886533,1
2731,2.099643678,2.310388185,1
2732,1.464051724,1.823710595,1
2733,1.97504023,2.2350075,1
2734,1.3065,1.781888025,1
2735,2.383597701,2.49882857,1
2736,3.118247126,2.93975875,1
2737,2.090557471,2.224468998,0
2738,1.413304598,1.798833866,0
2739,1.56754023,2.012016822,0
2740,1.46887931,1.975748641,0
2741,2.224632184,2.30316068,3
2742,0.824247126,1.570828935,1
2743,0.306982759,1.174296492,1
2744,0.707373563,1.402994626,1
2745,0.7385,1.522946294,0
2746,0.388902299,1.29821189,0
2747,1.175281609,1.642688845,1
2748,0.777316092,1.423920066,0
2749,1.409022989,1.884393772,0
2750,1.395591954,1.940067574,2
2751,2.400908046,2.413161632,1
2752,3.893965517,3.463120586,1
2753,3.35395977,3.090174795,3
2754,2.073827586,2.265557891,3
2755,1.658022989,2.054719519,3
2756,1.910448276,2.146170129,5
2757,1.977,2.266195164,2
2758,1.726528736,2.007430792,5
2759,1.247143678,1.793043025,4
2760,1.165701149,1.767027693,1
2761,0.811298851,1.556762332,2
2762,1.10683908,1.697393397,1
2763,0.939271186,1.575352525,1
2764,1.173740113,1.802778073,1
2765,0.329988506,1.268679641,0
2766,0.889821839,1.600610639,0
2767,0.411862069,1.303297526,0
2768,0.250005747,1.268158533,2
2769,0.37691954,1.345724382,2
2770,0.268212644,1.235810866,1
2771,0.792137931,1.556409862,0
2772,1.281678161,1.868228298,0
2773,1.331591837,1.798708893,0
2774,1.467402299,1.903804504,1
2775,1.082821839,1.651293073,2
2776,1.60154023,1.971326121,2
2777,1.761465517,2.076305672,1
2778,1.629821839,1.990185823,2
2779,1.553649425,2.006428471,1
2780,1.379281609,1.899019232,0
2781,1.859706897,2.195130414,3
2782,1.617350575,1.976205268,0
2783,1.532068966,1.920051768,0
2784,3.914735632,3.391457785,0
2785,10.91478736,7.656685414,14
2786,11.73264368,8.164781828,17
2787,16.67431034,11.16416315,20
2788,20.58482759,13.53768905,26
2789,16.89724138,11.29930374,18
2790,12.79321839,8.803732507,17
2791,9.308908046,6.702701138,12
2792,8.708850575,6.351816606,13
2793,7.811781609,5.795788888,12
2794,4.369096045,3.712292847,6
2795,4.453841808,3.756272618,3
2796,3.545005747,3.213487277,5
2797,4.875517241,4.021046607,5
2798,2.074252874,2.305175841,3
2799,2.177206897,2.338868713,2
2800,2.753867816,2.700955601,3
2801,2.023936782,2.229453513,5
2802,1.509109195,1.887226436,4
2803,2.006678161,2.160371165,3
2804,2.154678161,2.190515397,3
2805,2.801103448,2.558743163,2
2806,3.081850575,2.780237655,2
2807,2.873063218,2.59568373,1
2808,2.646309942,2.51542165,3
2809,2.993787356,2.717433274,3
2810,4.322896552,3.566026012,7
2811,3.055557471,2.844287141,3
2812,2.231258621,2.352213447,0
2813,2.243810345,2.385584487,0
2814,1.749534483,2.043696184,0
2815,1.495683908,1.875142666,0
2816,1.354890805,1.774507255,0
2817,1.524908046,1.92748211,1
2818,1.848183908,2.037231468,0
2819,2.497591954,2.424019855,1
2820,1.675344828,1.92914525,2
2821,2.20262069,2.277671682,0
2822,2.113522989,2.247828871,2
2823,2.611166667,2.478135693,4
2824,2.192545977,2.235266221,2
2825,4.520994253,3.634084821,9
2826,4.193465517,3.335065062,8
2827,5.271666667,4.005379732,8
2828,3.318902299,2.916202828,10
2829,2.281166667,2.232774041,5
2830,2.690074713,2.492945738,3
2831,1.424787356,1.778250027,5
2832,1.727925287,1.962629571,4
2833,1.259568966,1.650347871,3
2834,0.836689655,1.368135641,2
2835,0.613965517,1.246755189,3
2836,0.172896552,0.983829028,4
2837,0.203551724,1.054169538,1
2838,0.332385057,1.101141991,0
2839,1.152304598,1.615332032,0
2840,1.693028736,1.947122301,0
2841,1.119701149,1.614946374,2
2842,0.519643678,1.235082234,1
2843,0.965632768,1.501951318,3
2844,0.903468927,1.478149041,2
2845,0.516247126,1.227876449,1
2846,0.600109195,1.243630747,0
2847,0.640804598,1.208837682,2
2848,0.81416092,1.381142848,2
2849,0.909017241,1.341915036,0
2850,0.990408046,1.417134818,1
2851,0.818011494,1.367923859,0
2852,0.778258621,1.298893271,2
2853,0.953511494,1.409787712,0
2854,1.717965517,1.901145316,0
2855,4.325678161,3.514017795,5
2856,11.22385057,7.713766482,11
2857,20.21247126,13.2551853,23
2858,8.307126437,6.004273245,10
2859,8.859252874,6.374815837,9
2860,7.510632184,5.524424459,6
2861,10.02890805,7.092925553,7
2862,7.079885057,5.276261063,8
2863,7.356724138,5.457929024,8
2864,4.290149425,3.613430844,6
2865,6.581724138,5.000783952,6
2866,8.014770115,5.889929952,7
2867,3.776764368,3.295029307,4
2868,2.562706897,2.542912752,3
2869,1.831431034,2.095832459,4
2870,1.710718391,1.980922599,2
2871,1.314137931,1.715305843,0
2872,1.151344828,1.583733474,3
2873,1.218362069,1.604832842,4
2874,1.071356322,1.491354123,1
2875,1.396028736,1.684573252,0
2876,1.555603448,1.79566996,0
2877,3.698287356,3.110923554,3
2878,4.821362069,3.812931351,3
2879,6.797873563,5.055427628,9
2880,12.72367816,8.69164065,11
2881,14.79385057,9.930025794,27
2882,15.5991954,10.42889157,21
2883,13.14568966,8.947124104,21
2884,21.94695402,14.27787075,24
2885,27.07994253,17.40783769,36
2886,19.12706897,12.55064592,26
2887,11.5208046,7.950817694,21
2888,13.41178161,9.0753357,15
2889,8.277298851,5.954745058,10
2890,14.01195402,9.461278195,23
2891,6.196436782,4.702267362,10
2892,2.78537931,2.60378809,6
2893,3.538310345,3.046013104,2
2894,2.573298851,2.450757799,2
2895,2.534885057,2.404804146,3
2896,2.045237288,2.083217848,2
2897,2.000932203,2.041942475,1
2898,2.213643678,2.175641319,0
2899,3.083269006,2.742794599,1
2900,1.694408046,1.914482258,2
2901,1.435385057,1.741439091,2
2902,2.588103448,2.421328555,3
2903,1.031603448,1.541451186,3
2904,0.800293103,1.407792097,2
2905,0.775890805,1.391605037,1
2906,0.710752874,1.347612322,0
2907,0.408511494,1.179051234,0
2908,0.457850575,1.202695079,0
2909,0.569425287,1.23196485,0
2910,0.461195402,1.200560557,0
2911,0.576632184,1.252535059,0
2912,0.328528736,1.042335131,1
2913,0.308896552,1.041967476,0
2914,0.176235632,0.91438571,0
2915,0.282563218,1.05415448,0
2916,0.300304598,1.014357262,0
2917,0.295022989,1.015925984,0
2918,0.612988506,1.227989242,0
2919,0.775385057,1.325808603,0
2920,1.189109195,1.531373941,0
2921,2.681413793,2.441170655,1
2922,0.855856322,1.409247879,2
2923,1.563747126,1.788428815,1
2924,1.593396552,1.79411642,2
2925,0.809862069,1.318489161,2
2926,0.75812069,1.258204115,0
2927,0.521051724,1.129548845,2
2928,4.214390805,3.481021404,11
2929,0.385534483,1.167664185,6
2930,0.562264368,1.275235359,6
2931,0.428637931,1.2041776,0
2932,0.594367816,1.289278697,0
2933,0.047885057,0.926483442,0
2934,0.170011494,1.076897057,2
2935,0.299327586,1.171230828,1
2936,0.333333333,1.131710533,1
2937,0.694436782,1.421095833,0
2938,1.023005747,1.566000234,0
2939,0.701143678,1.36993222,1
2940,0.699229885,1.306595276,2
2941,0.751936782,1.422241453,2
2942,1.016798851,1.590874001,2
2943,1.441477011,1.79121962,0
2944,1.19112069,1.681208952,1
2945,1.283005747,1.677607944,1
2946,0.72654023,1.33669277,1
2947,0.772511494,1.364804608,2
2948,0.743264368,1.408178221,2
2949,0.718468927,1.382973999,0
2950,0.918614943,1.568312683,0
2951,1.317017241,1.825546943,2
2952,1.08862069,1.688236736,2
2953,0.746678161,1.452394469,0
2954,0.470798851,1.315023523,0
2955,0.298821839,1.187967224,2
2956,0.951632184,1.570836444,1
2957,0.729413793,1.434203217,2
2958,0.597212644,1.343357547,1
2959,0.89033908,1.540696322,0
2960,0.488494253,1.314347322,0
2961,0.183442529,1.112669952,0
2962,0.395103448,1.236461715,0
2963,0.683425287,1.431358522,0
2964,0.442534483,1.242569428,2
2965,0.458787356,1.205512904,4
2966,0.400873563,1.158525353,3
2967,0.495218391,1.176985655,0
2968,0.728925287,1.423874501,0
2969,1.010011494,1.470681574,1
2970,1.307925287,1.72424038,1
2971,1.227028736,1.682605992,1
2972,0.843890805,1.442183973,2
2973,0.852005747,1.441209356,3
2974,1.38937931,1.70410286,4
2975,1.084781609,1.52628652,3
2976,0.795982759,1.334859536,1
2977,0.905632184,1.416503789,0
2978,1.027304598,1.482497544,1
2979,1.026804598,1.469375777,2
2980,0.98183908,1.437522507,1
2981,0.670477011,1.286848499,0
2982,0.631224138,1.24805862,0
2983,1.084770115,1.466983652,0
2984,1.21216092,1.552617796,3
2985,1.624505747,1.830714272,3
2986,1.14558046,1.536393359,1
2987,1.296942529,1.64512022,1
2988,1.775873563,1.85623849,1
2989,1.829511494,1.909775311,2
2990,0.885551724,1.377086785,2
2991,0.870678161,1.288742932,1
2992,1.906132184,1.910373743,3
2993,0.873534483,1.407544183,3
2994,0.897028736,1.324224975,2
2995,0.712643678,1.225088329,0
2996,0.682477011,1.23766071,0
2997,0.606804598,1.218686696,4
2998,1.182954023,1.596707246,4
2999,0.876471264,1.386300151,2
3000,7.632045198,5.553152302,2
3001,7.410548023,5.464640614,8
3002,11.08,7.699591704,11
3003,12.38386782,8.494279019,9
3004,15.59862069,10.46068789,8
3005,9.836091954,6.964725105,7
3006,6.484701149,4.949926962,4
3007,4.367798851,3.667237321,5
3008,3.280568966,2.987406426,6
3009,2.917477011,2.747239791,6
3010,1.711586207,2.053488543,3
3011,2.971718391,2.732744027,5
3012,1.445408046,1.811447137,4
3013,1.60437931,1.953189414,2
3014,1.314183908,1.761938499,2
3015,1.315609195,1.739988349,1
3016,1.275856322,1.630276419,1
3017,1.759563218,1.977111,1
3018,1.930051724,2.013968943,0
3019,1.748988506,1.931608482,0
3020,1.381206897,1.677588816,0
3021,1.577109195,1.812011587,1
3022,1.666178161,1.964916848,1
3023,1.384086207,1.792872898,1
3024,1.055063218,1.592468215,3
3025,1.048850575,1.627114295,2
3026,1.402758621,1.846463137,0
3027,1.358235632,1.81638848,0
3028,1.222695402,1.741442761,0
3029,0.983706897,1.592156067,1
3030,0.99908046,1.593919975,1
3031,0.992321839,1.504030726,0
3032,0.988005747,1.520475663,0
3033,0.890327586,1.456771189,0
3034,0.933408046,1.493647373,3
3035,1.257678161,1.719789997,3
3036,1.823764368,1.959501531,0
3037,2.2735,2.226319777,2
3038,1.398488506,1.77779928,5
3039,1.415729885,1.779804364,3
3040,1.375011494,1.657420477,3
3041,1.184233918,1.529301094,2
3042,1.088614943,1.548600287,2
3043,0.748563218,1.321559213,1
3044,0.477,1.133257468,0
3045,0.936816092,1.416141375,1
3046,0.981298851,1.475050753,2
3047,0.928643678,1.464936577,2
3048,0.21741954,0.996257911,0
3049,0.501442529,1.208671505,0
3050,0.274436782,1.100960989,0
3051,0.090994253,0.995427713,0
3052,0.468367816,1.191754383,0
3053,0.741519774,1.358935073,0
3054,0.377129944,1.139218084,1
3055,0.30412069,1.130646158,0
3056,0.511517241,1.202891615,2
3057,1.189172414,1.660550362,2
3058,1.47987931,1.791234762,3
3059,0.938218391,1.454442104,3
3060,1.280643678,1.653355215,2
3061,1.65466092,1.845341529,1
3062,0.982287356,1.432671878,2
3063,0.848195402,1.390863728,0
3064,0.977471264,1.441022856,0
3065,0.91383908,1.40956805,1
3066,1.141787356,1.543371751,0
3067,0.992333333,1.385980131,0
3068,0.758137931,1.270775227,0
3069,1.409471264,1.763814163,1
3070,1.497132184,1.806116595,2
3071,6.69341954,4.998718661,1
3072,5.049367816,4.001962741,4
3073,6.343275862,4.772227744,5
3074,3.604367816,3.113180185,3
3075,3.91908046,3.299467277,1
3076,5.102626437,4.017206986,2
3077,3.784109195,3.200462039,1
3078,3.446281609,3.018136005,1
3079,2.258666667,2.279269434,1
3080,3.297942529,2.902615591,0
3081,3.541614943,3.029150528,0
3082,3.352597701,2.90838936,2
3083,2.566563218,2.418131648,2
3084,1.921442529,2.021370138,2
3085,1.936333333,1.99559702,1
3086,0.699706897,1.294993897,0
3087,0.86254023,1.389745075,0
3088,0.903752874,1.404004762,0
3089,1.142292398,1.530843842,0
3090,0.677206897,1.258589154,0
3091,1.493701149,1.761001293,2
3092,0.840988506,1.384177352,0
3093,1.966454023,2.059399652,2
3094,2.222252874,2.206685806,4
3095,3.052235632,2.723858686,1
3096,3.634097701,3.107339444,0
3097,5.42037931,4.180498722,2
3098,2.01158046,2.116988356,2
3099,2.86487931,2.672649924,2
3100,0.995201149,1.500846922,2
3101,1.286867816,1.690429887,3
3102,1.826126437,2.060147091,3
3103,1.225039548,1.636495812,2
3104,0.927033898,1.506848413,4
3105,0.790712644,1.344247135,2
3106,1.008597701,1.485890691,0
3107,1.032103448,1.555473773,1
3108,1.15616092,1.583985089,0
3109,0.766275862,1.346383725,0
3110,0.669063218,1.254968742,0
3111,0.495212644,1.104802347,0
3112,0.600568966,1.165293694,0
3113,0.559402299,1.15282534,0
3114,0.231316092,0.957780554,0
3115,0.496655172,1.162056151,0
3116,0.896557471,1.434761543,0
3117,1.115931034,1.567481123,1
3118,1.015333333,1.543022832,2
3119,4.616827586,3.752674368,3
3120,2.242758621,2.328895855,3
3121,5.531551724,4.280906024,4
3122,3.034649425,2.789537933,3
3123,1.887931034,2.094556817,1
3124,2.682982759,2.584312979,0
3125,3.601632184,3.133264907,2
3126,2.830591954,2.663698842,3
3127,2.513942529,2.473977543,4
3128,1.744758621,1.984820129,1
3129,0.950678161,1.478301501,0
3130,0.735637931,1.291618274,0
3131,0.657091954,1.233214924,0
3132,1.04787931,1.445324993,1
3133,1.118298851,1.435940167,1
3134,1.488028736,1.716858582,1
3135,1.697810345,1.875217045,3
3136,1.881643678,2.010826997,3
3137,1.223678363,1.573524388,3
3138,1.570425287,1.851231502,1
3139,1.121649425,1.592528539,0
3140,1.361574713,1.745977997,0
3141,1.334293103,1.701158282,2
3142,1.238034483,1.678204157,3
3143,1.045942529,1.52316737,2
3144,0.588097701,1.257006036,1
3145,1.184885057,1.623192578,2
3146,1.109678161,1.560106967,0
3147,1.181063218,1.59225244,2
3148,1.161408046,1.599697344,4
3149,1.338109195,1.684498721,2
3150,1.336212644,1.741924211,3
3151,1.006729885,1.461163747,3
3152,1.103448276,1.531509336,1
3153,1.433913793,1.774057909,2
3154,1.76180791,1.922934843,4
3155,1.293305085,1.565138933,2
3156,1.273017241,1.637043013,7
3157,1.315597701,1.650498605,6
3158,0.696827586,1.293352924,2
3159,1.069005747,1.533309208,5
3160,0.559385057,1.219720588,4
3161,0.956408046,1.484802227,1
3162,1.064183908,1.59834453,0
3163,1.507666667,1.839269655,1
3164,0.977482759,1.557272222,2
3165,0.82183908,1.395047419,0
3166,0.625005747,1.273361427,0
3167,0.590534483,1.344648471,1
3168,0.377413793,1.186118647,2
3169,0.868298851,1.50621719,0
3170,1.089086207,1.660293857,0
3171,0.681982759,1.334306165,2
3172,0.620224138,1.38606634,2
3173,1.137931034,1.695637173,1
3174,0.761942529,1.466631371,1
3175,0.819913793,1.453017451,2
3176,0.612063218,1.342809667,2
3177,0.622126437,1.256449267,1
3178,0.859643678,1.381869849,3
3179,1.034116959,1.482995845,4
3180,0.801270115,1.405251662,4
3181,0.986114943,1.457633527,3
3182,0.555074713,1.258687205,0
3183,0.326637931,1.127820204,0
3184,1.206902299,1.687017089,1
3185,1.411431034,1.870157631,2
3186,0.65133908,1.396773338,2
3187,1.104413793,1.671391819,0
3188,1.580965517,1.949770928,1
3189,2.633091954,2.609431597,1
3190,1.277770115,1.775791546,1
3191,1.737551724,2.096762753,2
3192,1.758678161,2.101711157,1
3193,2.08091954,2.281183492,2
3194,2.504321839,2.532044895,2
3195,1.618316092,2.001804645,3
3196,1.482281609,1.898053552,1
3197,2.029649425,2.224585312,0
3198,1.750017241,2.042673428,0
3199,0.649448276,1.380412544,0
3200,0.89704023,1.509718908,1
3201,0.832856322,1.471889382,1
3202,0.694931034,1.424681927,2
3203,0.902787356,1.424200701,2
3204,0.927954802,1.556887555,2
3205,0.709045198,1.324585521,1
3206,1.665735632,1.992548433,4
3207,0.864482759,1.50833247,3
3208,2.259643678,2.284037428,4
3209,1.153752874,1.636912791,4
3210,0.82183908,1.428533546,3
3211,0.786856322,1.396626389,0
3212,1.25287931,1.696579873,3
3213,0.81608046,1.42768347,2
3214,1.102913793,1.63283628,1
3215,5.645637931,4.403026653,4
3216,1.198752874,1.682280842,3
3217,1.186781609,1.652306834,0
3218,2.027770115,2.178346774,2
3219,2.141287356,2.215531285,5
3220,1.484649425,1.813638681,2
3221,1.726028736,1.950150735,0
3222,1.877413793,2.021746374,0
3223,1.16666092,1.574257347,0
3224,2.190068966,2.176051248,0
3225,0.814655172,1.264798506,0
3226,1.043586207,1.384157228,0
3227,0.909488506,1.40337989,0
3228,0.643183908,1.189065205,0
3229,0.954666667,1.35711001,2
3230,0.904206897,1.49483865,2
3231,1.0225,1.618335449,1
3232,1.511057471,1.911296566,0
3233,3.665270115,3.196396345,2
3234,9.291781609,6.640946743,10
3235,4.262522989,3.584730901,8
3236,5.886821839,4.593726452,6
3237,4.633137931,3.848333517,6
3238,3.715,3.269695863,5
3239,2.94587931,2.834024909,4
3240,2.671477011,2.669491235,3
3241,2.330063218,2.475587058,4
3242,3.903218391,3.430888055,4
3243,4.670747126,3.888176028,6
3244,2.904586207,2.807504595,5
3245,0.62116092,1.38904132,1
3246,0.642252874,1.38518581,0
3247,0.442022989,1.222481389,1
3248,0.456413793,1.215364692,1
3249,0.600591954,1.279038305,2
3250,0.688701149,1.336159512,1
3251,0.626896552,1.312387507,1
3252,0.777287356,1.368711046,3
3253,0.911385057,1.511066462,1
3254,0.88458046,1.482686143,0
3255,1.02491954,1.580080525,0
3256,2.457735632,2.466431716,3
3257,2.444412429,2.489443153,2
3258,2.674677966,2.661811781,7
3259,3.75916092,3.31221634,5
3260,2.869252874,2.773423011,2
3261,3.27495977,3.035211126,1
3262,4.545126437,3.806738157,2
3263,3.071454023,2.907538666,4
3264,1.949689655,2.220996009,3
3265,3.208396552,2.988313133,2
3266,3.472781609,3.128389082,3
3267,3.515362069,3.163699649,4
3268,2.644178161,2.633718552,5
3269,1.707850575,2.031353145,4
3270,0.894632184,1.515039802,2
3271,1.290706897,1.69735241,3
3272,0.767241379,1.35897665,2
3273,0.922402299,1.416415535,0
3274,0.929114943,1.461227144,1
3275,0.918103448,1.380329444,2
3276,1.057471264,1.482602008,3
3277,0.883603448,1.341013083,1
3278,1.396586207,1.698462118,1
3279,1.545011494,1.758923187,3
3280,3.606977011,3.050129224,2
3281,8.204482759,5.865362618,7
3282,4.634195402,3.77099747,6
3283,5.076465517,4.04929178,6
3284,4.860402299,3.913880594,4
3285,4.552528736,3.743868472,2
3286,3.627701149,3.184724225,2
3287,3.184741379,2.920215666,2
3288,2.906626437,2.743264748,3
3289,3.744810345,3.268782184,4
3290,3.12437931,2.898267737,4
3291,2.735074713,2.636113094,3
3292,4.624063218,3.772282676,3
3293,2.725218391,2.640242402,3
3294,1.301729885,1.696614123,1
3295,1.186298851,1.672662756,2
3296,1.159931034,1.633903614,3
3297,1.210247126,1.670666011,2
3298,1.212183908,1.590140266,1
3299,1.765252874,1.900024517,1
3300,1.926833333,2.033715002,1
3301,1.435367816,1.76782943,3
3302,1.551724138,1.829156349,3
3303,2.682873563,2.546111284,3
3304,2.251465517,2.276408377,2
3305,1.890206897,2.056927666,1
3306,1.358712644,1.749203475,4
3307,1.830948276,2.067298017,3
3308,1.256258621,1.701662547,0
3309,1.472235632,1.822765422,4
3310,1.786572222,2.039324889,4
3311,1.469844828,1.862936685,4
3312,1.083350575,1.520278831,4
3313,1.122603448,1.62389383,2
3314,1.244724138,1.692026361,2
3315,1.54741954,1.824541141,3
3316,1.667649425,1.98262943,3
3317,1.733206897,2.012493706,3
3318,1.555551724,1.920311288,2
3319,1.990448276,2.08962421,2
3320,1.839591954,2.076445982,2
3321,1.298850575,1.732868813,2
3322,1.211683908,1.676656397,3
3323,2.018,2.178605667,4
3324,2.146126437,2.266533609,2
3325,2.165718391,2.267266942,1
3326,2.057936782,2.183374226,1
3327,2.267747126,2.228479642,0
3328,2.078051724,2.110373302,2
3329,1.513873563,1.791695419,3
3330,1.564166667,1.851300264,1
3331,1.56466092,1.881666717,4
3332,1.541183908,1.813864072,4
3333,1.614454023,1.859655982,4
3334,1.541172414,1.837053275,2
3335,1.434396552,1.773968892,0
3336,1.575678161,1.888963393,1
3337,1.870683908,2.026281137,2
3338,1.671931034,1.896646894,2
3339,1.713114943,1.885919426,0
3340,1.903247126,1.996918247,2
3341,1.918586207,2.122072827,4
3342,2.180965517,2.168362624,1
3343,2.196350575,2.247371744,2
3344,1.997126437,2.096429752,4
3345,1.994281609,2.062070674,4
3346,1.822775862,1.950723748,4
3347,1.984637931,2.131708183,4
3348,1.869741379,2.062481772,6
3349,1.57904023,1.800854014,4
3350,1.366850575,1.748797542,4
3351,1.32712069,1.731970554,4
3352,1.495206897,1.803940938,3
3353,1.331885057,1.712643441,2
3354,1.977517241,2.110053687,2
3355,2.967488506,2.722498508,5
3356,2.451614943,2.410623247,6
3357,3.178091954,2.905994147,4
3358,1.979913793,2.148035649,2
3359,2.012931034,2.177671029,3
3360,2.046856322,2.217577954,3
3361,2.159988506,2.262596941,3
3362,2.104954802,2.238924375,6
3363,1.488694915,1.866727696,5
3364,1.447810345,1.828338733,1
3365,0.422896552,1.183337388,4
3366,0.385545977,1.143840797,3
3367,0.445413793,1.120513323,4
3368,0.449235632,1.133900724,1
3369,0.65995977,1.232984777,0
3370,1.079477011,1.551693305,3
3371,0.557965517,1.24129347,3
3372,0.884114943,1.427172048,2
3373,0.768189655,1.33746985,3
3374,0.999534483,1.557513172,5
3375,1.063689655,1.518428983,4
3376,0.448747126,1.146646805,1
3377,0.328551724,1.088518183,0
3378,0.525867816,1.217358577,0
3379,0.349155172,1.115181459,3
3380,0.235626437,1.113285464,1
3381,0.116844828,0.976632957,2
3382,0.183408046,1.021968101,5
3383,0.495212644,1.278214122,3
3384,0.673373563,1.316415283,0
3385,0.901350575,1.458724543,0
3386,1.239442529,1.660857109,0
3387,1.377413793,1.747246829,0
3388,1.246666667,1.754625793,2
3389,1.357316092,1.711124012,0
3390,1.111109195,1.558335733,1
3391,0.911396552,1.399665886,2
3392,0.761,1.310079318,1
3393,1.012425287,1.42688706,0
3394,1.11495977,1.494036551,0
3395,0.597224138,1.200301057,0
3396,0.52108046,1.157848326,2
3397,0.469356322,1.21908033,1
3398,0.746649425,1.318271851,2
3399,0.746626437,1.34708436,2
3400,0.523471264,1.288887234,1
3401,0.737545977,1.428045447,2
3402,0.883526316,1.523042738,1
3403,0.645109195,1.339231739,1
3404,0.467908046,1.255244784,1
3405,0.474132184,1.212454323,0
3406,0.474132184,1.205538589,0
3407,0.15087931,0.995004767,2
3408,0.477087719,1.280696316,3
3409,0.728442529,1.37898365,1
3410,1.191103448,1.655023835,2
3411,0.643581921,1.313069786,2
3412,0.886536723,1.494865207,0
3413,1.005281609,1.473671629,2
3414,0.898948276,1.398886839,5
3415,0.660425287,1.225970102,4
3416,0.720752874,1.307462247,0
3417,0.574706897,1.160103937,1
3418,0.652298851,1.294926357,3
3419,0.633132184,1.228162991,1
3420,0.408074713,1.113747558,2
3421,0.452597701,1.128532048,2
3422,0.526821839,1.190831468,0
3423,0.774408046,1.367709629,1
3424,1.267672414,1.719542586,2
3425,1.723689655,2.001716805,0
3426,0.418591954,1.20112804,1
3427,0.418091954,1.209348325,1
3428,0.187724138,1.085736191,1
3429,0.396063218,1.166265358,0
3430,0.375471264,1.128895851,0
3431,0.366367816,1.149559346,1
3432,0.247603448,1.126571938,2
3433,0.343867816,1.192663033,2
3434,0.63408046,1.36285651,2
3435,0.677206897,1.321342283,0
3436,0.540695402,1.203339476,0
3437,0.647068966,1.27059579,1
3438,0.622609195,1.245652561,1
