Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa]
2020-05-17 23:00:00,16.851999999999997,53.684000000000005,4.908333333333336,7.106666666666669,7.435000000000001,55.62533333333335,1.4262426666666657,85.36483333333334,1.4170204166666664,100090.19500000004
2020-05-18 00:00:00,15.805166666666674,57.06400000000001,6.268333333333334,8.898333333333332,9.309999999999999,57.24233333333332,1.4261360166666663,90.85466666666666,1.4169156000000003,100101.015
2020-05-18 01:00:00,14.184499999999991,68.79283333333333,4.0216666666666665,5.866666666666671,6.234999999999998,58.53799999999997,1.4259967333333337,92.69333333333334,1.4168039666666674,100103.38166666667
2020-05-18 02:00:00,13.700166666666673,72.30866666666667,3.303333333333337,4.853333333333336,5.068333333333333,59.04116666666668,1.4259526000000007,102.29916666666661,1.4167023333333337,100083.7283333334
2020-05-18 03:00:00,13.383499999999973,72.95433333333335,2.486666666666667,3.803333333333332,4.096666666666667,60.12416666666668,1.425907916666666,106.0638333333333,1.4166548833333332,100067.98500000007
2020-05-18 04:00:00,13.306166666666657,72.85416666666671,2.6116666666666677,4.041666666666666,4.273333333333334,60.56499999999999,1.4258933166666674,106.75000000000006,1.4166451,100024.93666666673
2020-05-18 05:00:00,13.331833333333313,71.20483333333333,3.4483333333333346,5.123333333333336,5.38,59.354333333333294,1.4259205500000003,105.71583333333332,1.4166543666666662,100034.60833333341
2020-05-18 06:00:00,13.26583333333333,71.29366666666668,3.5200000000000022,5.145000000000001,5.4266666666666685,59.72833333333332,1.4259079999999995,106.02033333333334,1.4166480499999992,100046.69833333335
2020-05-18 07:00:00,13.470666666666666,69.66416666666666,3.9183333333333326,5.758333333333337,6.0216666666666665,59.62933333333333,1.4259244666666668,106.32466666666669,1.4166582166666666,100054.39166666666
2020-05-18 08:00:00,14.093500000000004,66.59916666666666,3.193333333333334,4.723333333333334,5.006666666666666,59.397166666666635,1.4259723,111.28016666666664,1.416658116666668,100048.28333333322
2020-05-18 09:00:00,14.948833333333335,68.12766666666666,3.4050000000000002,4.943333333333333,5.203333333333334,60.00833333333332,1.4260185333333342,112.2358333333333,1.416702316666666,100021.60333333329
2020-05-18 10:00:00,15.569999999999977,69.13383333333336,4.4766666666666675,6.33,6.661666666666667,59.904500000000034,1.4260636999999998,114.13299999999995,1.4167251999999992,100028.58833333338
2020-05-18 11:00:00,15.749833333333338,69.89133333333338,4.95,6.940000000000002,7.224999999999996,58.82550000000002,1.426098833333334,115.05133333333332,1.4167290333333336,100047.4566666667
2020-05-18 12:00:00,16.258833333333346,66.91649999999997,5.244999999999995,7.245000000000003,7.496666666666668,58.20533333333332,1.4261471499999996,114.6840000000001,1.4167623666666667,100055.18333333335
2020-05-18 13:00:00,16.583833333333327,65.72383333333337,6.488333333333336,8.936666666666673,9.268333333333336,58.71583333333332,1.4261588833333327,113.52899999999998,1.4167906666666663,100049.43333333342
2020-05-18 14:00:00,16.02650000000003,67.31899999999997,6.518333333333329,9.070000000000004,9.423333333333334,57.660500000000006,1.4261426166666669,111.79800000000002,1.4167702666666664,100038.46333333333
2020-05-18 15:00:00,16.06533333333332,66.76383333333331,4.926666666666663,6.87,7.1750000000000025,58.63516666666661,1.4261246333333337,117.01350000000009,1.416733100000001,100038.1883333333
2020-05-18 16:00:00,16.49299999999999,65.81783333333333,5.7733333333333325,7.618333333333335,7.903333333333334,59.264833333333364,1.4261410833333334,114.58000000000001,1.4167772499999995,100022.8983333333
2020-05-18 17:00:00,15.755666666666668,68.6843333333333,4.191666666666669,5.930000000000002,6.223333333333335,61.05616666666667,1.4260523,115.46016666666668,1.416726299999999,100017.24833333326
2020-05-18 18:00:00,15.510000000000002,68.00366666666669,4.181666666666667,5.995000000000005,6.366666666666664,60.03366666666668,1.4260568166666663,116.7203333333333,1.416702016666666,100020.91000000002
2020-05-18 19:00:00,15.302499999999998,66.16166666666662,3.6083333333333334,5.343333333333334,5.6116666666666655,61.25600000000002,1.4260167166666653,115.8881666666667,1.4166959,100036.38333333332
2020-05-18 20:00:00,15.559999999999977,65.34949999999994,3.345000000000001,4.953333333333332,5.223333333333334,60.684666666666644,1.4260465833333327,117.68833333333333,1.4166977333333328,100051.93999999996
2020-05-18 21:00:00,16.12216666666669,65.21616666666665,4.858333333333333,6.963333333333337,7.4533333333333305,60.00800000000005,1.4260997166666667,122.05783333333326,1.4166983000000002,100087.92833333329
2020-05-18 22:00:00,16.34333333333334,63.65399999999998,8.115000000000002,12.09666666666667,12.913333333333345,60.22916666666668,1.4261103499999996,117.30699999999999,1.4167476000000006,100120.0016666667
2020-05-18 23:00:00,16.1945,51.935166666666674,4.548333333333335,6.635,7.058333333333328,58.85766666666668,1.4261289499999996,108.41933333333336,1.4168059333333332,100109.51166666669
2020-05-19 00:00:00,16.807499999999994,39.48233333333334,5.706666666666664,7.930000000000003,8.378333333333336,59.233833333333344,1.4261633333333326,100.04533333333328,1.4169063,100108.68999999999
2020-05-19 01:00:00,17.203833333333332,30.871166666666674,2.0083333333333333,3.1783333333333323,3.4716666666666662,59.12916666666664,1.426193016666667,96.39833333333338,1.4169578333333337,100094.30999999997
2020-05-19 02:00:00,17.15849999999997,26.359833333333338,1.418333333333333,2.348333333333334,2.563333333333331,58.971833333333365,1.4261932333333325,105.09699999999998,1.4168890999999997,100083.97333333333
2020-05-19 03:00:00,16.808666666666678,24.382833333333338,0.8250000000000003,1.5233333333333348,1.701666666666665,59.51349999999999,1.4261575833333338,110.72183333333334,1.416825433333333,100096.28666666661
2020-05-19 04:00:00,16.395,24.443333333333342,1.061666666666666,1.8066666666666675,2.041666666666666,60.04700000000002,1.4261177833333332,114.85616666666672,1.4167692499999993,100111.84833333334
2020-05-19 05:00:00,16.0625,27.713499999999996,1.721666666666667,2.565,2.8116666666666688,60.376333333333356,1.4260878000000006,112.95466666666661,1.4167636000000006,100167.41999999995
2020-05-19 06:00:00,15.654000000000003,31.01766666666666,1.5450000000000006,2.516666666666667,2.761666666666667,58.533000000000015,1.426098399999998,111.61416666666668,1.4167493666666657,100241.96166666671
2020-05-19 07:00:00,15.500833333333338,32.76700000000002,1.4483333333333344,2.3900000000000006,2.6666666666666643,57.26083333333329,1.4261147000000003,105.75516666666671,1.4167845166666666,100316.91333333334
2020-05-19 08:00:00,15.339333333333311,33.300000000000004,1.408333333333335,2.3299999999999987,2.5800000000000023,56.544833333333344,1.4261184000000007,101.60550000000003,1.416806049999999,100351.86166666665
2020-05-19 09:00:00,16.24716666666666,33.2095,1.4883333333333344,2.471666666666666,2.7216666666666667,54.91199999999994,1.4262158000000005,102.19183333333334,1.4168563333333328,100395.40000000004
2020-05-19 10:00:00,18.79366666666668,30.825833333333307,1.321666666666668,2.298333333333334,2.568333333333334,54.80150000000001,1.4263929,106.59383333333341,1.4169747499999998,100396.80333333337
2020-05-19 11:00:00,20.555666666666685,29.04966666666666,1.4200000000000008,2.411666666666665,2.721666666666668,54.13283333333334,1.4265260999999994,99.92866666666666,1.4171295166666669,100415.45999999996
2020-05-19 12:00:00,19.482500000000005,29.57783333333333,1.5150000000000001,2.5066666666666673,2.724999999999999,57.17449999999999,1.4263889666666656,97.51083333333332,1.4170847166666662,100429.41833333336
2020-05-19 13:00:00,19.622500000000002,30.903666666666677,1.5399999999999991,2.5299999999999994,2.818333333333335,56.72599999999995,1.426407966666665,100.4563333333333,1.4170704833333323,100419.00500000008
2020-05-19 14:00:00,18.728166666666674,34.327833333333345,2.0766666666666653,3.246666666666664,3.533333333333333,55.73066666666667,1.4263688333333329,94.74450000000002,1.4170613166666675,100409.47499999999
2020-05-19 15:00:00,18.902833333333337,35.243,2.2450000000000014,3.546666666666664,3.836666666666668,56.82816666666669,1.426357383333334,93.95950000000002,1.4170776000000003,100381.89166666666
2020-05-19 16:00:00,20.43883333333334,33.22866666666666,2.4450000000000003,3.771666666666667,4.055,54.739666666666686,1.426505283333332,93.09666666666666,1.4171750333333344,100357.75166666669
