Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],Latitude[deg],Longitude[deg],Altitude[m]
06/02/2020 00:33:42,19.80,36.43,1.9,2.5,2.7,45.35,1.423653,129.36,1.423204,99713.1,---,---,---
06/02/2020 00:34:41,19.81,35.60,1.9,2.6,2.9,43.92,1.423683,130.17,1.423199,99707.7,---,---,---
06/02/2020 00:35:41,19.86,34.44,1.9,2.7,3.0,43.17,1.423703,132.78,1.423182,99711.4,---,---,---
06/02/2020 00:36:41,19.87,35.03,2.0,2.8,3.1,43.57,1.423696,129.42,1.423207,99710.2,---,---,---
06/02/2020 00:37:41,19.87,35.60,2.0,2.9,3.2,42.88,1.423710,126.14,1.423230,99709.0,---,---,---
06/02/2020 00:38:41,19.86,36.89,2.0,2.9,3.2,42.84,1.423710,122.12,1.423259,99709.6,---,---,---
06/02/2020 00:39:41,19.85,35.14,2.0,2.9,3.2,41.85,1.423729,120.97,1.423267,99708.0,---,---,---
06/02/2020 00:40:41,19.85,34.99,2.0,2.9,3.2,42.27,1.423721,116.58,1.423299,99709.9,---,---,---
06/02/2020 00:41:41,19.85,35.74,2.1,2.9,3.2,43.76,1.423690,121.89,1.423260,99708.9,---,---,---
06/02/2020 00:42:41,19.85,34.99,2.0,2.9,3.1,43.50,1.423695,124.79,1.423239,99704.5,---,---,---
06/02/2020 00:43:41,19.84,35.47,2.0,2.9,3.1,42.79,1.423709,128.56,1.423211,99711.6,---,---,---
06/02/2020 00:44:42,19.85,35.24,2.1,3.0,3.2,44.87,1.423667,130.46,1.423198,99712.4,---,---,---
06/02/2020 00:45:41,19.87,35.57,2.2,3.1,3.3,45.02,1.423666,131.38,1.423193,99711.6,---,---,---
06/02/2020 00:46:41,19.90,35.84,2.2,3.1,3.3,42.70,1.423717,129.09,1.423211,99708.7,---,---,---
06/02/2020 00:47:41,19.90,34.79,2.2,3.2,3.3,42.93,1.423712,131.17,1.423196,99706.1,---,---,---
06/02/2020 00:48:41,19.90,35.27,2.2,3.2,3.4,43.59,1.423698,129.21,1.423210,99703.5,---,---,---
06/02/2020 00:49:41,19.88,34.36,2.1,3.1,3.2,42.40,1.423721,123.38,1.423251,99707.2,---,---,---
06/02/2020 00:50:41,19.88,34.59,2.0,3.0,3.1,42.39,1.423721,124.77,1.423241,99701.9,---,---,---
06/02/2020 00:51:41,19.87,35.30,2.1,3.1,3.2,42.70,1.423714,123.51,1.423249,99707.8,---,---,---
06/02/2020 00:52:41,19.88,34.75,2.1,3.1,3.2,42.12,1.423727,119.97,1.423276,99705.3,---,---,---
06/02/2020 00:53:41,19.87,34.28,2.2,3.1,3.2,39.10,1.423789,120.98,1.423268,99703.1,---,---,---
06/02/2020 00:54:41,19.87,34.63,2.2,3.1,3.2,39.56,1.423779,123.46,1.423250,99699.7,---,---,---
06/02/2020 00:55:42,19.89,34.44,2.2,3.1,3.2,39.06,1.423792,125.64,1.423235,99703.9,---,---,---
06/02/2020 00:56:41,19.91,34.79,2.2,3.0,3.1,40.71,1.423759,128.25,1.423217,99702.8,---,---,---
06/02/2020 00:57:41,19.90,34.40,2.2,3.0,3.1,40.95,1.423753,133.67,1.423177,99703.1,---,---,---
06/02/2020 00:58:41,19.90,34.48,2.2,3.0,3.1,43.64,1.423697,133.27,1.423180,99704.5,---,---,---
06/02/2020 00:59:41,19.90,35.24,2.2,3.1,3.2,42.92,1.423712,135.05,1.423167,99701.3,---,---,---
06/02/2020 01:00:41,19.90,34.28,2.3,3.2,3.2,42.75,1.423716,132.12,1.423189,99696.9,---,---,---
06/02/2020 01:01:41,19.90,34.63,2.2,3.2,3.3,40.54,1.423762,135.06,1.423167,99698.4,---,---,---
06/02/2020 01:02:41,19.90,35.77,2.2,3.2,3.2,41.01,1.423752,130.85,1.423198,99700.6,---,---,---
06/02/2020 01:03:41,19.90,35.50,2.1,3.1,3.1,41.50,1.423742,131.74,1.423191,99696.0,---,---,---
06/02/2020 01:04:41,19.90,35.94,2.1,3.0,3.2,40.76,1.423757,133.04,1.423182,99700.4,---,---,---
06/02/2020 01:05:41,19.92,35.54,2.1,3.1,3.3,42.00,1.423733,134.30,1.423174,99698.6,---,---,---
06/02/2020 01:06:42,19.93,35.43,2.2,3.2,3.6,42.43,1.423725,132.85,1.423185,99701.9,---,---,---
06/02/2020 01:07:41,19.93,35.72,2.3,3.3,3.7,43.18,1.423710,134.89,1.423170,99695.0,---,---,---
06/02/2020 01:08:41,19.92,34.59,2.2,3.2,3.7,43.06,1.423711,134.30,1.423174,99692.8,---,---,---
06/02/2020 01:09:41,19.92,34.72,2.2,3.1,3.6,43.94,1.423693,129.18,1.423211,99699.2,---,---,---
06/02/2020 01:10:41,19.92,35.40,2.2,3.0,3.5,41.74,1.423739,130.02,1.423205,99701.7,---,---,---
06/02/2020 01:11:41,19.91,35.17,2.0,2.8,3.1,41.90,1.423734,130.19,1.423203,99698.9,---,---,---
06/02/2020 01:12:41,19.91,36.10,2.0,2.8,3.0,41.52,1.423742,127.53,1.423222,99697.9,---,---,---
06/02/2020 01:13:41,19.91,36.33,2.1,2.8,3.1,41.19,1.423749,129.33,1.423209,99692.0,---,---,---
06/02/2020 01:14:41,19.92,35.37,2.1,2.8,3.0,41.28,1.423748,134.23,1.423174,99695.2,---,---,---
06/02/2020 01:15:41,19.92,35.11,2.1,2.8,3.0,42.91,1.423714,135.04,1.423169,99693.5,---,---,---
06/02/2020 01:16:41,19.93,35.56,2.1,2.9,3.1,44.58,1.423681,133.08,1.423183,99694.3,---,---,---
06/02/2020 01:17:42,19.94,36.08,2.0,2.8,3.1,45.05,1.423672,135.32,1.423167,99693.1,---,---,---
06/02/2020 01:18:41,19.98,35.85,2.1,2.9,3.3,44.32,1.423690,133.35,1.423183,99692.8,---,---,---
06/02/2020 01:19:41,19.99,34.81,2.2,3.1,3.5,44.12,1.423695,133.10,1.423186,99692.9,---,---,---
06/02/2020 01:20:41,20.01,35.13,2.3,3.3,3.7,43.25,1.423715,131.99,1.423195,99695.5,---,---,---
06/02/2020 01:21:41,20.00,34.49,2.5,3.5,3.9,40.16,1.423779,133.08,1.423186,99691.8,---,---,---
06/02/2020 01:22:41,19.98,34.89,2.7,3.7,4.0,38.98,1.423801,131.28,1.423198,99684.7,---,---,---
06/02/2020 01:23:41,19.93,34.33,2.6,3.6,4.0,39.13,1.423794,128.73,1.423215,99688.1,---,---,---
06/02/2020 01:24:41,19.92,34.79,2.7,3.6,4.0,38.78,1.423800,127.27,1.423225,99688.3,---,---,---
06/02/2020 01:25:41,19.92,34.40,2.5,3.3,3.6,39.14,1.423793,125.61,1.423237,99679.8,---,---,---
06/02/2020 01:26:41,19.93,34.93,2.5,3.2,3.6,41.46,1.423746,126.35,1.423232,99684.7,---,---,---
06/02/2020 01:27:41,19.93,34.49,2.4,3.1,3.4,40.28,1.423770,124.69,1.423244,99683.0,---,---,---
06/02/2020 01:28:42,19.91,34.95,2.5,3.2,3.5,41.07,1.423752,125.52,1.423237,99681.2,---,---,---
06/02/2020 01:29:41,19.91,34.48,2.5,3.3,3.6,40.83,1.423757,130.19,1.423203,99681.5,---,---,---
06/02/2020 01:30:41,19.90,34.79,2.6,3.5,3.8,40.39,1.423765,131.03,1.423197,99674.8,---,---,---
06/02/2020 01:31:41,19.90,34.91,2.7,3.5,3.7,41.30,1.423746,128.19,1.423217,99678.7,---,---,---
06/02/2020 01:32:41,19.89,34.83,2.8,3.7,3.9,42.20,1.423726,131.20,1.423195,99673.6,---,---,---
06/02/2020 01:33:41,19.89,35.37,2.8,3.7,4.0,40.61,1.423759,133.87,1.423175,99672.9,---,---,---
06/02/2020 01:34:41,19.89,35.20,2.8,3.7,3.9,41.77,1.423735,130.02,1.423203,99672.4,---,---,---
06/02/2020 01:35:41,19.90,35.97,2.8,3.8,4.0,42.50,1.423721,129.77,1.423206,99676.6,---,---,---
06/02/2020 01:36:41,19.91,34.83,2.8,3.8,4.2,40.64,1.423761,136.11,1.423160,99670.2,---,---,---
06/02/2020 01:37:41,19.90,35.34,2.8,3.7,4.1,42.26,1.423726,136.17,1.423159,99667.2,---,---,---
06/02/2020 01:38:41,19.90,37.02,2.8,3.8,4.0,42.12,1.423729,136.20,1.423159,99667.4,---,---,---
06/02/2020 01:39:42,19.89,34.87,2.9,3.9,4.3,40.45,1.423763,136.12,1.423159,99666.0,---,---,---
06/02/2020 01:40:41,19.88,35.07,2.9,3.8,4.2,39.02,1.423792,137.97,1.423145,99665.7,---,---,---
06/02/2020 01:41:41,19.87,34.67,2.8,3.8,4.1,40.07,1.423769,134.78,1.423168,99662.0,---,---,---
06/02/2020 01:42:41,19.86,34.52,2.8,3.8,4.1,38.73,1.423795,132.57,1.423183,99663.9,---,---,---
06/02/2020 01:43:41,19.86,34.91,2.7,3.7,4.0,40.91,1.423750,132.30,1.423185,99664.2,---,---,---
06/02/2020 01:44:41,19.86,34.63,2.5,3.6,3.8,41.27,1.423743,132.80,1.423182,99656.3,---,---,---
06/02/2020 01:45:41,19.87,35.54,2.5,3.7,3.9,42.85,1.423711,130.14,1.423201,99659.0,---,---,---
06/02/2020 01:46:41,19.89,35.97,2.6,3.7,4.0,43.13,1.423707,130.12,1.423203,99654.9,---,---,---
06/02/2020 01:47:41,19.88,35.30,2.6,3.7,4.0,42.18,1.423726,131.42,1.423193,99656.3,---,---,---
06/02/2020 01:48:41,19.87,34.99,2.6,3.6,3.9,40.20,1.423766,130.16,1.423201,99655.3,---,---,---
06/02/2020 01:49:41,19.86,34.95,2.5,3.4,3.7,41.01,1.423748,130.11,1.423201,99653.7,---,---,---
06/02/2020 01:50:42,19.86,35.57,2.5,3.3,3.6,42.11,1.423725,133.09,1.423180,99650.5,---,---,---
06/02/2020 01:51:41,19.86,35.57,2.5,3.3,3.4,41.65,1.423735,136.71,1.423153,99651.2,---,---,---
06/02/2020 01:52:41,19.86,35.50,2.4,3.1,3.3,42.65,1.423714,137.58,1.423147,99645.8,---,---,---
06/02/2020 01:53:41,19.85,35.37,2.4,3.2,3.4,42.51,1.423716,140.85,1.423123,99641.8,---,---,---
06/02/2020 01:54:41,19.85,35.70,2.4,3.2,3.4,42.51,1.423716,139.83,1.423130,99643.3,---,---,---
06/02/2020 01:55:41,19.86,34.72,2.4,3.3,3.5,41.39,1.423740,141.20,1.423121,99644.1,---,---,---
06/02/2020 01:56:41,19.87,35.80,2.4,3.3,3.5,42.36,1.423721,136.30,1.423157,99638.0,---,---,---
06/02/2020 01:57:41,19.86,34.56,2.5,3.5,3.7,42.56,1.423716,131.41,1.423192,99639.9,---,---,---
06/02/2020 01:58:41,19.85,35.20,2.5,3.4,3.6,40.72,1.423753,133.84,1.423174,99640.9,---,---,---
06/02/2020 01:59:41,19.85,34.95,2.6,3.4,3.6,41.01,1.423747,136.45,1.423155,99638.4,---,---,---
06/02/2020 02:00:41,19.84,35.11,2.6,3.4,3.6,40.04,1.423766,136.11,1.423157,99639.9,---,---,---
06/02/2020 02:01:42,19.85,34.52,2.5,3.3,3.5,38.74,1.423794,136.70,1.423153,99634.9,---,---,---
06/02/2020 02:02:41,19.84,34.56,2.4,3.1,3.3,38.25,1.423804,140.82,1.423123,99636.0,---,---,---
06/02/2020 02:03:41,19.84,34.56,2.3,3.2,3.3,40.20,1.423763,137.76,1.423145,99632.7,---,---,---
06/02/2020 02:04:41,19.82,34.24,2.3,3.1,3.3,41.21,1.423741,136.63,1.423152,99624.4,---,---,---
06/02/2020 02:05:41,19.85,34.48,2.2,3.1,3.3,41.08,1.423746,136.11,1.423157,99631.3,---,---,---
06/02/2020 02:06:41,19.86,34.91,2.2,3.0,3.3,41.87,1.423730,137.77,1.423146,99633.3,---,---,---
06/02/2020 02:07:41,19.86,33.88,2.2,3.1,3.3,41.44,1.423739,138.01,1.423144,99631.6,---,---,---
06/02/2020 02:08:41,19.85,34.44,2.3,3.1,3.4,41.22,1.423743,136.80,1.423152,99637.6,---,---,---
06/02/2020 02:09:41,19.85,34.99,2.2,3.0,3.3,40.41,1.423760,134.35,1.423170,99626.9,---,---,---
06/02/2020 02:10:41,19.84,34.67,2.3,3.1,3.4,41.23,1.423741,134.22,1.423170,99626.3,---,---,---
06/02/2020 02:11:41,19.84,34.83,2.2,3.1,3.4,40.81,1.423750,130.93,1.423194,99624.1,---,---,---
06/02/2020 02:12:42,19.84,35.37,2.2,3.0,3.3,40.33,1.423760,132.53,1.423183,99623.6,---,---,---
06/02/2020 02:13:41,19.84,34.44,2.1,2.9,3.2,40.82,1.423750,132.43,1.423183,99621.4,---,---,---
06/02/2020 02:14:41,19.84,33.96,2.1,2.8,3.0,39.08,1.423786,132.84,1.423180,99623.6,---,---,---
06/02/2020 02:15:41,19.86,33.96,1.9,2.7,2.8,40.73,1.423754,132.62,1.423183,99621.9,---,---,---
06/02/2020 02:16:41,19.87,34.91,1.9,2.6,2.8,40.56,1.423758,134.37,1.423171,99620.9,---,---,---
06/02/2020 02:17:41,19.87,34.67,1.9,2.6,2.8,39.41,1.423782,135.08,1.423166,99621.2,---,---,---
06/02/2020 02:18:41,19.86,34.63,1.9,2.7,2.9,37.34,1.423824,136.10,1.423158,99619.1,---,---,---
06/02/2020 02:19:41,19.87,34.28,1.9,2.7,3.0,38.24,1.423807,140.51,1.423126,99615.6,---,---,---
06/02/2020 02:20:41,19.88,33.49,2.0,2.7,2.9,36.43,1.423845,141.82,1.423117,99617.1,---,---,---
06/02/2020 02:21:41,19.89,33.92,2.0,2.6,2.8,36.92,1.423836,143.87,1.423103,99616.6,---,---,---
06/02/2020 02:22:41,19.91,33.53,1.9,2.5,2.8,37.62,1.423824,142.33,1.423115,99617.8,---,---,---
06/02/2020 02:23:42,19.94,33.55,1.9,2.5,2.8,39.75,1.423782,141.90,1.423120,99612.5,---,---,---
06/02/2020 02:24:41,19.94,33.35,1.9,2.5,2.7,39.32,1.423791,141.85,1.423120,99617.3,---,---,---
06/02/2020 02:25:41,19.94,32.84,2.0,2.7,2.9,38.91,1.423800,144.63,1.423100,99616.9,---,---,---
06/02/2020 02:26:41,19.94,32.84,2.0,2.7,2.9,39.47,1.423788,145.33,1.423095,99616.4,---,---,---
06/02/2020 02:27:41,19.93,34.10,2.0,2.7,2.8,40.60,1.423764,146.20,1.423088,99610.5,---,---,---
06/02/2020 02:28:41,19.92,34.59,1.9,2.7,2.8,41.86,1.423736,147.44,1.423079,99613.7,---,---,---
06/02/2020 02:29:41,19.91,34.44,1.9,2.7,2.8,44.67,1.423677,145.51,1.423092,99610.5,---,---,---
06/02/2020 02:30:41,19.92,33.61,1.9,2.6,2.8,44.07,1.423690,141.45,1.423122,99611.0,---,---,---
06/02/2020 02:31:41,19.95,33.15,1.9,2.7,2.9,42.80,1.423720,137.85,1.423150,99609.2,---,---,---
06/02/2020 02:32:41,19.95,32.88,1.9,2.8,3.1,41.43,1.423748,136.77,1.423157,99608.8,---,---,---
06/02/2020 02:33:41,19.94,32.99,1.8,2.8,3.0,41.05,1.423755,134.95,1.423170,99610.0,---,---,---
06/02/2020 02:34:42,19.93,33.59,1.8,2.7,2.9,39.13,1.423794,139.00,1.423140,99606.8,---,---,---
06/02/2020 02:35:41,19.95,33.90,1.8,2.7,3.1,40.63,1.423765,140.11,1.423133,99602.4,---,---,---
06/02/2020 02:36:41,19.95,33.31,1.7,2.6,3.0,40.62,1.423765,143.76,1.423107,99605.6,---,---,---
06/02/2020 02:37:41,19.95,33.51,1.7,2.5,2.9,42.49,1.423726,144.79,1.423099,99604.3,---,---,---
06/02/2020 02:38:41,19.94,33.31,1.8,2.6,3.1,40.19,1.423773,148.27,1.423074,99606.1,---,---,---
06/02/2020 02:39:41,19.94,34.42,1.7,2.6,3.0,41.62,1.423743,146.02,1.423090,99605.1,---,---,---
06/02/2020 02:40:41,19.93,34.33,1.7,2.5,2.8,41.99,1.423735,146.43,1.423086,99606.1,---,---,---
06/02/2020 02:41:41,19.93,33.46,1.7,2.5,2.8,41.89,1.423737,145.91,1.423090,99604.1,---,---,---
06/02/2020 02:42:41,19.93,33.81,1.7,2.5,2.8,42.05,1.423733,145.87,1.423090,99603.4,---,---,---
06/02/2020 02:43:41,19.93,33.19,1.7,2.4,2.7,42.43,1.423725,142.48,1.423115,99602.4,---,---,---
06/02/2020 02:44:41,19.93,33.08,1.8,2.4,2.7,41.38,1.423747,138.75,1.423142,99606.6,---,---,---
06/02/2020 02:45:42,19.95,33.15,1.7,2.3,2.6,41.12,1.423755,139.43,1.423138,99601.4,---,---,---
06/02/2020 02:46:41,19.98,32.76,1.7,2.3,2.5,42.44,1.423729,137.91,1.423150,99600.5,---,---,---
06/02/2020 02:47:41,19.96,33.39,1.8,2.4,2.6,41.16,1.423755,140.17,1.423133,99600.9,---,---,---
06/02/2020 02:48:41,19.96,33.62,1.8,2.4,2.6,41.24,1.423753,142.50,1.423116,99602.7,---,---,---
06/02/2020 02:49:41,19.96,32.88,1.8,2.4,2.7,40.89,1.423761,146.84,1.423085,99600.7,---,---,---
06/02/2020 02:50:41,19.96,33.19,1.8,2.4,2.7,42.54,1.423726,149.20,1.423068,99599.3,---,---,---
06/02/2020 02:51:41,19.96,33.39,1.8,2.4,2.7,42.22,1.423733,154.25,1.423031,99598.5,---,---,---
06/02/2020 02:52:41,19.98,33.39,1.8,2.3,2.6,43.39,1.423709,156.15,1.423018,99601.2,---,---,---
06/02/2020 02:53:41,19.98,33.51,1.7,2.3,2.6,43.90,1.423699,160.06,1.422990,99600.3,---,---,---
06/02/2020 02:54:41,19.98,33.66,1.8,2.3,2.6,43.44,1.423708,163.42,1.422965,99596.5,---,---,---
06/02/2020 02:55:41,20.00,33.51,1.8,2.4,2.7,42.03,1.423740,165.50,1.422951,99600.2,---,---,---
06/02/2020 02:56:42,20.02,33.27,1.8,2.4,2.7,42.84,1.423725,165.63,1.422951,99603.2,---,---,---
06/02/2020 02:57:41,20.02,33.55,1.8,2.4,2.8,43.23,1.423717,165.35,1.422953,99600.2,---,---,---
06/02/2020 02:58:41,20.02,33.31,1.9,2.5,2.8,45.67,1.423666,161.80,1.422979,99592.7,---,---,---
06/02/2020 02:59:41,20.04,33.39,1.8,2.5,2.8,47.88,1.423622,158.27,1.423006,99592.7,---,---,---
06/02/2020 03:00:41,20.04,33.51,1.8,2.5,2.7,47.87,1.423622,157.91,1.423008,99594.4,---,---,---
06/02/2020 03:01:41,20.07,33.51,1.8,2.6,2.8,49.09,1.423600,157.66,1.423012,99589.0,---,---,---
06/02/2020 03:02:41,20.07,33.08,1.7,2.6,2.8,48.23,1.423618,157.86,1.423010,99589.0,---,---,---
06/02/2020 03:03:41,20.07,33.55,1.7,2.5,2.7,45.47,1.423675,163.00,1.422973,99588.8,---,---,---
06/02/2020 03:04:41,20.06,34.30,1.7,2.6,2.8,43.51,1.423715,167.35,1.422941,99588.5,---,---,---
06/02/2020 03:05:41,20.08,33.24,1.8,2.7,2.8,44.27,1.423701,170.66,1.422918,99588.8,---,---,---
06/02/2020 03:06:41,20.11,33.64,1.7,2.7,2.9,43.38,1.423723,172.35,1.422907,99585.3,---,---,---
06/02/2020 03:07:42,20.11,33.44,1.7,2.6,2.8,45.89,1.423670,170.72,1.422919,99582.6,---,---,---
06/02/2020 03:08:41,20.11,34.24,1.7,2.6,2.7,46.57,1.423656,169.39,1.422928,99578.9,---,---,---
06/02/2020 03:09:41,20.13,34.43,1.8,2.6,2.7,46.80,1.423652,168.93,1.422932,99582.0,---,---,---
06/02/2020 03:10:41,20.15,33.60,1.7,2.5,2.7,47.59,1.423638,163.88,1.422970,99576.0,---,---,---
06/02/2020 03:11:41,20.15,33.25,1.7,2.4,2.7,46.31,1.423665,166.89,1.422948,99580.9,---,---,---
06/02/2020 03:12:41,20.17,33.44,1.8,2.5,2.7,45.23,1.423689,169.49,1.422930,99581.7,---,---,---
06/02/2020 03:13:41,20.17,33.21,1.8,2.5,2.7,45.26,1.423688,172.16,1.422911,99575.4,---,---,---
06/02/2020 03:14:41,20.18,34.11,1.8,2.5,2.8,45.40,1.423687,177.71,1.422871,99566.5,---,---,---
06/02/2020 03:15:41,20.18,33.60,1.8,2.5,2.8,42.96,1.423737,181.12,1.422846,99569.4,---,---,---
06/02/2020 03:16:41,20.17,33.76,1.8,2.5,2.8,43.39,1.423728,179.96,1.422854,99562.6,---,---,---
06/02/2020 03:17:41,20.15,34.24,1.9,2.6,2.8,42.96,1.423734,182.56,1.422834,99569.9,---,---,---
06/02/2020 03:18:42,20.11,34.27,1.9,2.6,3.1,42.47,1.423742,181.00,1.422844,99568.2,---,---,---
06/02/2020 03:19:41,20.11,35.64,1.9,2.6,2.9,42.53,1.423740,182.82,1.422831,99572.9,---,---,---
06/02/2020 03:20:41,20.09,34.69,2.0,2.6,2.9,43.76,1.423713,184.25,1.422820,99575.8,---,---,---
06/02/2020 03:21:41,20.07,34.10,2.0,2.6,2.9,44.19,1.423702,184.46,1.422817,99571.5,---,---,---
06/02/2020 03:22:41,20.08,34.93,2.0,2.6,3.0,45.23,1.423681,185.14,1.422813,99570.1,---,---,---
06/02/2020 03:23:41,20.11,34.67,2.0,2.6,2.7,45.22,1.423684,185.21,1.422814,99568.4,---,---,---
06/02/2020 03:24:41,20.14,34.83,2.0,2.6,2.7,45.83,1.423674,180.15,1.422851,99568.7,---,---,---
06/02/2020 03:25:41,20.16,35.51,1.9,2.5,2.7,46.05,1.423671,180.15,1.422852,99577.3,---,---,---
06/02/2020 03:26:41,20.18,34.94,1.9,2.5,2.6,47.08,1.423652,183.39,1.422830,99570.7,---,---,---
06/02/2020 03:27:41,20.18,35.10,1.9,2.5,2.7,45.59,1.423683,185.18,1.422817,99564.5,---,---,---
06/02/2020 03:28:41,20.19,36.17,1.9,2.6,2.8,45.50,1.423685,188.68,1.422792,99564.1,---,---,---
06/02/2020 03:29:42,20.20,36.20,2.0,2.7,3.0,46.50,1.423666,190.63,1.422778,99568.9,---,---,---
06/02/2020 03:30:41,20.20,36.23,2.0,2.8,3.2,47.32,1.423648,196.38,1.422737,99569.9,---,---,---
06/02/2020 03:31:41,20.20,35.94,2.0,2.8,3.1,47.46,1.423645,198.45,1.422722,99570.2,---,---,---
06/02/2020 03:32:41,20.20,36.10,1.9,2.8,3.1,46.78,1.423660,196.41,1.422736,99574.9,---,---,---
06/02/2020 03:33:41,20.19,35.84,1.9,2.7,3.1,47.18,1.423650,198.38,1.422722,99576.3,---,---,---
06/02/2020 03:34:41,20.19,35.74,1.8,2.7,2.9,47.05,1.423653,198.61,1.422720,99573.9,---,---,---
06/02/2020 03:35:42,20.19,35.84,1.8,2.7,2.9,45.49,1.423686,197.73,1.422726,99575.4,---,---,---
06/02/2020 03:36:42,20.19,36.13,1.8,2.8,3.0,45.00,1.423696,195.30,1.422744,99581.2,---,---,---
06/02/2020 03:37:42,20.18,36.33,1.9,2.7,3.0,46.27,1.423668,197.87,1.422725,99578.6,---,---,---
06/02/2020 03:38:42,20.18,37.20,1.9,2.8,3.1,46.42,1.423665,195.39,1.422743,99583.2,---,---,---
06/02/2020 03:39:42,20.18,36.66,2.0,2.8,3.1,43.95,1.423717,200.29,1.422707,99584.3,---,---,---
06/02/2020 03:40:43,20.15,36.80,1.9,2.7,3.2,44.36,1.423705,201.44,1.422697,99584.1,---,---,---
