,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Temperature,Relative_Humidity
2020-05-14 3:00,8.290666667,41.26233333,8.986666667,14.765,15.965,54.1365,1.425798567,86.52233333,1.416654283,100499.9133,9.324,35.89,45.361,5.832,27.874,19.018,8.861,5.492,47.79
2020-05-14 4:00,8.806666667,40.32066667,14.63833333,19.705,21.08666667,54.90516667,1.4258056,81.44666667,1.4167061,100458.8133,6.308,30.887,37.716,12.653,25.584,16.865,8.718,5.542,48.939
2020-05-14 5:00,8.780333333,43.479,12.62666667,17.66,19.08666667,53.63066667,1.425830933,79.294,1.41672145,100427.9317,2.969,24.381,28.616,16.201,19.001,9.88,9.125,5.143,54.069
2020-05-14 6:00,8.736666667,44.81933333,15.81833333,23.09833333,24.98,55.66983333,1.425786567,85.59816667,1.416673267,100417.2717,13.786,35.259,49.626,5.374,25.094,14.689,10.409,5.129,56.374
2020-05-14 7:00,9.1245,43.77316667,13.69833333,19.84333333,21.35333333,54.3145,1.425832017,79.59733333,1.41672855,100435.02,4.974,25.704,31.321,13.905,24.532,14.809,9.716,5.472,54.323
2020-05-14 8:00,10.65216667,41.59616667,9.05,13.81333333,15.06666667,51.68466667,1.425954983,83.04566667,1.416743883,100381.4967,8.501,21.508,30.316,19.942,21.723,12.438,9.286,6.831,51.058
2020-05-14 9:00,13.37933333,32.66833333,7.411666667,11.315,12.29666667,50.6265,1.42611235,70.75266667,1.416928117,100296.6917,5.749,15.008,20.141,31.26,21.434,13.149,8.284,8.928,39.816
2020-05-14 10:00,15.17733333,31.865,4.515,7.26,7.905,52.36583333,1.426195333,59.55483333,1.4171145,100218.0133,3.641,9.369,12.833,35.42,15.741,9.342,6.399,9,43.191
2020-05-14 11:00,15.25383333,35.03566667,4.923333333,8.358333333,9.086666667,52.34083333,1.426201083,67.1025,1.4170621,100152.55,5.613,11.776,17.282,32.367,14.557,7.866,6.691,8.919,49.513
2020-05-14 12:00,15.05,36.36016667,6.265,10.375,11.24666667,52.544,1.426182633,64.554,1.41706895,100076.7883,7.724,14.772,21.368,30.342,16.607,9.013,7.595,8.756,52.045
2020-05-14 13:00,15.01933333,35.94083333,5.73,9.673333333,10.49833333,51.27966667,1.42620715,65.53766667,1.4170596,99932.65333,1.771,6.14,7.817,37.87,16.377,8.847,7.529,9.474,47.767
2020-05-14 14:00,14.39883333,36.17716667,6.29,10.96166667,11.97333333,53.09866667,1.426125833,59.42483333,1.417068283,99811.94833,3.325,10.319,14.159,34.641,16.454,8.448,8.01,8.657,49.551
2020-05-14 15:00,12.97016667,38.98183333,10.21666667,16.455,18.08166667,53.09916667,1.426031767,61.85216667,1.416969933,99727.67833,1.11,7.653,8.569,37.384,18.029,9.527,8.505,8.211,51.122
2020-05-14 16:00,12.97683333,37.62583333,9.536666667,16.055,17.82166667,54.73316667,1.425996667,73.3895,1.416881583,99628.705,3.757,14.001,18.364,35.837,20.403,11.267,9.139,9.217,46.189
2020-05-14 17:00,12.9,48.24616667,10.53166667,17.005,18.21833333,58.95483333,1.425905933,75.76083333,1.41686325,99590.06,11.625,28.193,38.37,24.769,18.797,9.283,9.51,8.244,60.514
2020-05-14 18:00,11.6765,55.61766667,9.015,15.60333333,16.74333333,56.55116667,1.425898833,79.20533333,1.416800267,99592.69167,1.859,12.944,14.608,34.655,18.787,8.711,10.075,7.165,71.179
2020-05-14 19:00,10.82633333,62.78116667,9.265,15.79333333,16.90166667,59.166,1.425806533,87.3705,1.416716033,99514.37667,1.721,12.413,14.549,34.569,17.075,7.054,10.02,6.33,80.958
2020-05-14 20:00,10.30416667,67.92966667,10.00666667,17.015,18.30166667,59.60316667,1.425774083,94.393,1.41664935,99437.97167,0.844,11.892,12.956,36.178,16.419,5.866,10.553,6.283,87.042
2020-05-14 21:00,10.44366667,68.91483333,12.46333333,21.00833333,22.57666667,60.92516667,1.425752617,105.5825,1.416569117,99420.88833,3.068,27.487,31.358,22.442,19.519,7.187,12.335,6.724,87.963
2020-05-14 22:00,10.71733333,69.44666667,14.94333333,25.57166667,27.57666667,59.43333333,1.425796067,104.0605,1.4165879,99410.00167,2.372,20.832,22.791,25.211,33.557,18.659,14.925,6.86,88.993
2020-05-14 23:00,10.85583333,70.27183333,17.56333333,30.85166667,34.68666667,60.29766667,1.425784133,111.1711667,1.416538133,99340.73167,2.972,27.494,29.926,20.158,40.376,22.955,17.437,7.336,87.848
2020-05-15 0:00,11.19583333,70.46466667,18.54666667,33.835,40.10833333,58.636,1.425833833,108.7988333,1.416564983,99304.89667,0.4,19.197,19.659,24.79,230.718,206.068,24.538,7.686,88.648
2020-05-15 1:00,11.4095,70.38516667,20.24166667,38.535,48.68666667,55.2725,1.4259138,107.938,1.416577117,99266.045,0.407,18.194,19.027,19.609,161.461,132.762,28.781,7.795,89.062
2020-05-15 2:00,11.5685,70.59666667,19.63833333,38.00166667,48.36666667,57.286,1.425878717,117.5103333,1.4165094,99242.84833,2.44,32.507,35.246,6.158,61.615,31.929,29.692,8.395,87.689
2020-05-15 3:00,11.9975,70.61133333,21.71,40.16166667,51.03333333,57.00083333,1.425903733,116.8073333,1.416526,99203.44167,4.072,33.838,37.563,2.048,54.401,24.258,30.141,8.614,88.217
2020-05-15 4:00,12.46666667,70.91816667,24.795,44.71666667,58.08333333,54.22516667,1.4259828,115.4191667,1.416548917,99209.47833,0.709,22.918,23.627,10.08,60.962,23.471,37.492,9.112,88.659
2020-05-15 5:00,12.83566667,69.82116667,22.855,41.83166667,54.13,53.66133333,1.426010967,113.3921667,1.416573917,99222.40333,0.851,21.603,22.454,8.643,56.086,22.079,34.005,9.463,88.125
2020-05-15 6:00,12.55766667,69.67666667,20.11833333,38.16,49.43833333,52.68816667,1.426019,115.0526667,1.41655405,99238.195,8.222,26.82,35.313,2.702,60.324,28.209,32.116,8.992,87.728
2020-05-15 7:00,12.71783333,69.8145,20.70833333,39.68666667,52.89666667,54.0315,1.425997967,118.3548333,1.4165334,99248.17,20.196,27.364,47.47,1.952,68.796,31.64,37.155,9.115,88.566
2020-05-15 8:00,12.857,68.70483333,24.5,44.34333333,57.90333333,54.8345,1.425987333,118.173,1.416538467,99230.79,34.091,29.422,64.961,2.347,64.259,25.497,38.76,8.592,89.529
2020-05-15 9:00,12.98833333,70.59783333,22.76333333,41.36,53.02333333,57.93933333,1.425929,123.664,1.41650185,99124.81333,42.096,35.84,77.843,2.812,49.944,17.699,32.243,8.853,89.639
2020-05-15 10:00,13.56366667,70.78,15.83666667,28.66166667,33.18666667,58.76916667,1.42594885,125.9653333,1.416515533,99037.245,23.307,31.25,54.244,9.169,25.994,8.953,17.044,9.333,89.835
2020-05-15 11:00,14.794,69.58233333,12.79666667,22.99666667,25.91833333,59.02783333,1.426028517,125.0891667,1.41659595,98954.58,13.599,22.939,34.349,17.045,21.73,7.858,13.871,10.472,90.694
2020-05-15 12:00,15.973,68.83416667,14.505,27.13833333,31.60166667,56.37966667,1.4261659,125.6183333,1.416662367,98909.205,4.846,15.215,20.061,19.976,27.298,11.055,16.243,11.659,90.768
2020-05-15 13:00,17.951,68.53683333,18.83,32.99,40.035,57.36366667,1.42628165,132.3443333,1.416729283,98869.71667,9.905,22.172,32.077,13.145,32.221,13.256,18.966,14.025,88.007
2020-05-15 14:00,19.90083333,68.78983333,23.87666667,38.21666667,46,57.0615,1.426419567,134.6973333,1.41682495,98878.255,9.389,22.163,31.621,14.461,27.771,9.137,18.631,16.053,87.912
2020-05-15 15:00,20.994,60.54083333,7.113333333,11.25166667,11.98833333,48.625,1.426673167,111.8798333,1.417063517,98955.10833,3.522,10.149,13.671,15.827,11.049,3.993,7.056,15.943,83.028
2020-05-15 16:00,19.023,62.57433333,4.678333333,6.846666667,7.145,49.926,1.42651195,109.0191667,1.416969817,99017.63833,1.976,5.426,7.402,18.121,8.139,3.392,4.748,14.197,85.614
2020-05-15 17:00,19.03066667,61.258,2.328333333,3.195,3.346666667,52.53283333,1.426457183,111.8976667,1.4169484,99061.38833,1.012,4.583,5.595,25.35,5.397,2.13,3.267,14.673,81.576
2020-05-15 18:00,19.443,57.90833333,0.86,1.263333333,1.365,52.52883333,1.426485033,109.2323333,1.416992783,99137.17333,0.612,3.192,3.803,30.314,4.417,2.161,2.255,15.254,75.745
2020-05-15 19:00,18.53733333,56.16433333,0.596666667,0.961666667,1.038333333,54.95933333,1.426372383,100.7866667,1.417004017,99259.93167,0.857,3.22,4.092,33.338,3.543,1.643,1.901,14.298,74.408
2020-05-15 20:00,16.78633333,59.218,0.976666667,1.511666667,1.621666667,57.08666667,1.426207217,103.1418333,1.416881583,99355.88667,0.315,3.891,4.207,33.326,5.401,3.064,2.338,12.954,77.832
2020-05-15 21:00,15.3145,61.8395,1.523333333,2.161666667,2.243333333,57.2465,1.426101967,106.5026667,1.416767567,99450.425,0.299,5.143,5.442,30.639,4.761,2.12,2.642,11.646,80.63
2020-05-15 22:00,14.3285,63.61283333,1.481666667,2.243333333,2.34,57.12433333,1.4260364,109.233,1.416687717,99536.58667,0.417,5.499,5.916,29.227,4.747,1.791,2.956,10.982,81.403
2020-05-15 23:00,13.7105,64.44433333,2.006666667,2.96,3.05,56.61633333,1.426004333,107.9371667,1.41666045,99598.525,0.356,4.963,5.319,29.882,5.217,1.874,3.341,10.419,81.693
2020-05-16 0:00,12.91466667,65.14483333,3.945,5.813333333,6.006666667,55.7005,1.425973483,108.1918333,1.416617583,99650.645,0.266,4.419,4.685,28.522,5.998,1.6,4.399,9.347,83.7
2020-05-16 1:00,11.99016667,67.90783333,5.57,8.695,9.035,56.468,1.425914617,115.5138333,1.416535583,99693.27167,0.076,5.22,5.293,25.91,7.628,2.101,5.527,8.515,86.655
2020-05-16 2:00,12.069,70.64833333,5.518333333,9.056666667,9.415,56.57016667,1.425916,119.9651667,1.41650415,99748.60167,0.241,3.494,3.735,28.109,7.262,1.831,5.432,8.963,87.885
2020-05-16 3:00,12.481,68.98766667,4.718333333,7.586666667,7.956666667,55.801,1.425950317,117.1565,1.416536117,99821.74667,0.217,2.93,3.147,28.733,7.059,2.024,5.035,9.107,86.67
2020-05-16 4:00,12.5065,68.8755,5.026666667,8.106666667,8.468333333,54.96916667,1.425968933,116.336,1.416543017,99890.775,0.224,2.852,3.076,27.72,7.793,2.424,5.369,9.112,86.877
2020-05-16 5:00,12.4965,67.97183333,4.951666667,7.768333333,8.135,55.8175,1.425950667,119.3401667,1.416520133,99948.65833,0.58,4.026,4.606,26.105,7.841,2.476,5.364,9.178,85.143
2020-05-16 6:00,12.435,66.8755,5.36,8.13,8.476666667,54.49783333,1.425975617,118.839,1.416522367,100042.8383,0.847,4.653,5.5,25.051,8.43,2.747,5.684,9.037,84.071
2020-05-16 7:00,12.90133333,65.60733333,4.17,6.421666667,6.716666667,53.57266667,1.426020917,122.4268333,1.416514433,100148.91,0.872,4.019,4.891,24.371,7.778,2.904,4.874,9.705,81.958
2020-05-16 8:00,19.50933333,47.6605,3.545,5.198333333,5.418333333,49.59733333,1.42655185,130.1231667,1.416837367,100183.3317,1.35,3.72,5.07,26.237,7.423,2.634,4.789,13.462,67.636
2020-05-16 9:00,24.5525,36.23433333,2.226666667,3.3,3.45,48.69483333,1.426942117,100.8813333,1.4173889,100219.0967,0.717,2.773,3.491,30.986,7.56,3.29,4.27,15.682,57.61
2020-05-16 10:00,24.32848837,36.7305814,2.159302326,3.130232558,3.277906977,51.27639535,1.426868012,97.39883721,1.417399186,100242.2,0.513,2.56,3.073,33.921,7.995,3.769,4.227,16.436,54.901
2020-05-16 11:00,26.2215,34.28316667,4.435,6.033333333,6.255,48.57883333,1.427083817,122.5908333,1.417345917,100250.6033,1.226,4.096,5.28,30.59,9.965,4.756,5.206,16.575,54.313
2020-05-16 12:00,26.39916667,33.3585,5.61,7.76,8.16,50.564,1.427054983,103.8191667,1.417505117,100268.65,1.055,4.156,5.212,34.231,10.566,4.321,6.244,16.438,55.116
2020-05-16 13:00,23.3805,37.78133333,11.20666667,14.37166667,15.80666667,50.37266667,1.4268089,105.7983333,1.4172627,100278.45,0.729,3.271,3.999,35.895,10.666,4.321,6.348,14.85,59.838
2020-05-16 14:00,23.16716667,37.52833333,4.113333333,5.966666667,6.198333333,49.6045,1.426807667,96.91483333,1.417315283,100289.3317,0.563,2.616,3.179,38.02,9.841,4.087,5.753,14.858,58.113
2020-05-16 15:00,24.50983333,35.4155,4.485,6.575,6.801666667,49.64466667,1.426918183,97.3205,1.417413383,100228.455,0.854,3.093,3.947,40.796,10.55,4.461,6.091,15.913,54.22
2020-05-16 16:00,24.35683333,34.882,4.726666667,6.958333333,7.305,51.90083333,1.42685665,90.41716667,1.417455283,100210.26,1.393,4.423,5.463,40.719,11.245,4.777,6.467,15.454,55.141
2020-05-16 17:00,22.9805,36.56183333,8.126666667,12.38,13.41166667,50.77783333,1.426766967,92.15216667,1.417337967,100246.8617,1.001,3.682,4.683,38.84,14.302,4.455,9.848,14.642,57.791
2020-05-16 18:00,20.32316667,40.30966667,5.893333333,8.663333333,9.076666667,53.72816667,1.426519083,83.26566667,1.417243467,100278.14,1.052,4.498,5.55,37.262,11.21,3.902,7.308,13.97,58.757
2020-05-16 19:00,17.5715,45.20583333,4.03,5.771666667,6.025,55.64933333,1.426291933,86.95816667,1.417051567,100328.6483,1.749,9.564,11.098,32.146,8.93,3.639,5.291,12.696,62.533
2020-05-16 20:00,15.37183333,49.94933333,4.721666667,6.838333333,7.175,54.2605,1.426168817,82.84666667,1.416950033,100355.76,1.03,8.662,9.498,30.398,9.099,3.425,5.672,11.256,66.486
2020-05-16 21:00,13.96,52.75783333,5.956666667,9.47,9.94,52.8275,1.426101167,82.66016667,1.416866233,100397.1183,0.204,5.877,6.04,32.578,12.339,5.277,7.065,10.574,67.271
2020-05-16 22:00,13.46283333,53.838,7.098333333,10.99333333,11.64666667,54.2635,1.426036483,86.2505,1.416809133,100421.4983,0.946,12.502,13.669,26.109,11.567,4.243,7.324,10.229,67.991
2020-05-16 23:00,12.8595,55.45216667,6.806666667,10.59166667,11.18,51.9335,1.426048917,83.956,1.416797233,100420.76,0.164,6.041,6.204,28.841,17.139,9.52,7.612,9.452,70.827
2020-05-17 0:00,12.65583333,55.91,12.29166667,18.725,20.175,53.60766667,1.426004167,90.96616667,1.41673805,100384.06,0.942,14.762,16.032,21.107,28.052,16.697,11.363,9.395,70.789
2020-05-17 1:00,12.24533333,56.79933333,10.49333333,16.66833333,17.72333333,53.78516667,1.425982117,92.742,1.416713667,100418.6067,2.665,19.494,23.852,15.846,16.081,5.878,10.203,8.973,71.739
2020-05-17 2:00,12.05716667,56.98366667,9.716666667,15.15,16.03833333,54.86033333,1.425951183,98.3345,1.416666483,100416.335,4.882,21.763,26.494,14.027,14.323,4.898,9.426,8.757,71.906
2020-05-17 3:00,11.72883333,57.16933333,7.928333333,12.31166667,12.985,52.79433333,1.42597985,93.04133333,1.416697617,100434.0433,0.263,12.441,12.704,22.476,12.464,4.368,8.1,8.422,72.134
2020-05-17 4:00,11.29366667,57.86183333,7.541666667,11.815,12.44333333,55.043,1.425913467,98.99716667,1.416641317,100422.9833,1.882,14.347,16.626,20.405,12.073,4.272,7.801,7.881,73.515
2020-05-17 5:00,10.82933333,58.92533333,8.238333333,12.22166667,12.805,53.5845,1.425923167,98.96216667,1.416629117,100426.88,0.225,9.957,10.174,23.461,11.042,3.749,7.294,7.487,74.655
2020-05-17 6:00,11.3975,59.08266667,7.331666667,10.745,11.25666667,54.74783333,1.425924217,105.0546667,1.41659845,100443.7,2.377,15.524,17.566,19.338,10.358,3.957,6.4,8.313,73.533
2020-05-17 7:00,14.50933333,52.22733333,4.341666667,6.52,6.9,53.421,1.426127783,110.6536667,1.416689233,100455.9633,5.821,14.347,20.56,22.341,9.322,3.843,5.479,10.404,68.541
2020-05-17 8:00,18.57783333,43.46133333,2.348333333,3.681666667,3.895,50.50216667,1.426469133,98.98083333,1.417019867,100455.59,2.303,5.886,7.916,31.549,7.364,3.217,4.148,12.488,62.047
2020-05-17 9:00,21.3225,38.11116667,2.375,3.72,3.93,49.61133333,1.426674533,81.63316667,1.417315283,100401.26,0.833,2.577,3.413,36.584,8.318,4.155,4.162,14.074,56.461
2020-05-17 10:00,20.74166667,38.95533333,3.576666667,5.356666667,5.59,51.79983333,1.426588433,84.07866667,1.417261917,100369.8217,0.673,1.927,2.599,37.364,8.525,3.53,4.994,14.337,55.099
2020-05-17 11:00,21.44516667,37.21933333,3.105,4.676666667,4.983333333,50.39916667,1.426666117,83.4235,1.417308667,100336.595,0.538,1.553,2.091,38.388,9.697,4.821,4.876,14.221,54.704
2020-05-17 12:00,20.31833333,40.2595,3.556666667,5.39,5.711666667,51.47216667,1.426566867,92.67983333,1.417171067,100304.4133,0.713,1.869,2.596,38.397,8.894,3.835,5.06,13.884,57.307
2020-05-17 13:00,19.9035,39.53733333,2.811666667,4.268333333,4.54,52.23483333,1.426522533,85.89683333,1.417198333,100253.6533,1.641,2.202,4.095,39.936,9.104,4.621,4.486,14.46,53.581
2020-05-17 14:00,19.82233333,39.69683333,2.658333333,4.075,4.258333333,53.93866667,1.4264808,90.22733333,1.417160483,100202.4567,0.441,1.955,2.396,43.173,8.555,4.129,4.427,15.433,50.395
2020-05-17 15:00,20.35133333,38.913,2.45,3.646666667,3.896666667,53.94066667,1.426516367,84.8095,1.417233283,100167.01,1.105,3.984,5.118,40.479,8.335,4.172,4.16,15.04,52.177
2020-05-17 16:00,18.95283333,42.30016667,2.991666667,4.335,4.545,54.934,1.426400983,85.22666667,1.4171472,100140.0467,0.822,3.957,4.771,39.306,7.898,3.378,4.52,14.238,56.195
2020-05-17 17:00,18.45483333,42.73066667,2.753333333,4.083333333,4.326666667,54.6815,1.4263727,84.95133333,1.41711965,100083.1333,0.856,3.961,5.249,39.289,8.024,3.668,4.355,14.21,55.664
2020-05-17 18:00,17.6675,44.92366667,2.616666667,3.941666667,4.12,54.06366667,1.426332167,81.194,1.417101283,100086.0367,0.451,3.286,3.393,39.632,8.287,4.017,4.273,13.556,58.332
2020-05-17 19:00,16.70883333,50.18083333,3.196666667,4.666666667,4.906666667,54.59583333,1.426254633,83.17333333,1.41702835,100049.7617,0.188,2.582,2.77,39.26,8.087,3.492,4.595,13.033,63.243
2020-05-17 20:00,16.29133333,52.30866667,3.515,4.908333333,5.215,55.78233333,1.426200567,88.01716667,1.41696635,100068.67,0.206,5.631,5.837,36.096,8.526,4.011,4.515,13.159,63.872
2020-05-17 21:00,16.208,52.72133333,5.32,7.648333333,8.121666667,56.05983333,1.426188917,91.4985,1.416934983,100068.6867,0.755,11.2,11.956,30.214,11.575,5.61,5.966,13.65,63.411
2020-05-17 22:00,17.16666667,49.622,4.85,6.96,7.331666667,55.8335,1.426260067,88.59533333,1.417014817,100083.5833,0.923,10.109,11.032,31.936,10.088,4.215,5.873,14.489,60.085
2020-05-17 23:00,16.852,53.684,4.908333333,7.106666667,7.435,55.62533333,1.426242667,85.36483333,1.417020417,100090.195,0.457,6.22,6.647,32.811,9.23,3.581,5.649,13.651,67.667
2020-05-18 0:00,15.80516667,57.064,6.268333333,8.898333333,9.31,57.24233333,1.426136017,90.85466667,1.4169156,100101.015,6.638,22.411,29.317,18.359,12.233,5.83,6.409,11.246,76.671
2020-05-18 1:00,14.1845,68.79283333,4.021666667,5.866666667,6.235,58.538,1.425996733,92.69333333,1.416803967,100103.3817,0.943,7.553,10.038,39.46,7.598,2.915,4.682,11.035,83.786
2020-05-18 2:00,13.70016667,72.30866667,3.303333333,4.853333333,5.068333333,59.04116667,1.4259526,102.2991667,1.416702333,100083.7283,2.344,7.312,10.91,37.781,6.508,2.485,4.023,10.706,86.954
2020-05-18 3:00,13.3835,72.95433333,2.486666667,3.803333333,4.096666667,60.12416667,1.425907917,106.0638333,1.416654883,100067.985,1.956,8.359,10.326,39.192,5.713,1.987,3.726,10.581,86.181
2020-05-18 4:00,13.30616667,72.85416667,2.611666667,4.041666667,4.273333333,60.565,1.425893317,106.75,1.4166451,100024.9367,1.152,6.325,7.611,39.921,5.126,1.535,3.591,10.614,85.783
2020-05-18 5:00,13.33183333,71.20483333,3.448333333,5.123333333,5.38,59.35433333,1.42592055,105.7158333,1.416654367,100034.6083,2.749,7.757,10.913,38.183,6.394,2.224,4.17,10.73,83.648
2020-05-18 6:00,13.26583333,71.29366667,3.52,5.145,5.426666667,59.72833333,1.425908,106.0203333,1.41664805,100046.6983,0.626,4.032,4.651,40.558,6.517,2.431,4.085,10.679,82.989
2020-05-18 7:00,13.47066667,69.66416667,3.918333333,5.758333333,6.021666667,59.62933333,1.425924467,106.3246667,1.416658217,100054.3917,0.748,4.01,4.214,40.377,7.602,3.092,4.51,11.07,80.138
2020-05-18 8:00,14.0935,66.59916667,3.193333333,4.723333333,5.006666667,59.39716667,1.4259723,111.2801667,1.416658117,100048.2833,0.449,3.137,3.586,41.001,6.67,2.482,4.186,11.835,77.728
2020-05-18 9:00,14.94883333,68.12766667,3.405,4.943333333,5.203333333,60.00833333,1.426018533,112.2358333,1.416702317,100021.6033,0.307,2.491,2.798,41.247,6.115,2.036,4.078,12.092,83.301
2020-05-18 10:00,15.57,69.13383333,4.476666667,6.33,6.661666667,59.9045,1.4260637,114.133,1.4167252,100028.5883,0.734,3.667,4.047,37.22,7.199,2.719,4.48,12.289,87.269
2020-05-18 11:00,15.74983333,69.89133333,4.95,6.94,7.225,58.8255,1.426098833,115.0513333,1.416729033,100047.4567,0.505,3.134,3.639,36.071,7.466,2.686,4.781,12.55,87.538
2020-05-18 12:00,16.25883333,66.9165,5.245,7.245,7.496666667,58.20533333,1.42614715,114.684,1.416762367,100055.1833,0.466,2.306,2.771,37.628,7.839,2.986,4.853,13.037,83.649
2020-05-18 13:00,16.58383333,65.72383333,6.488333333,8.936666667,9.268333333,58.71583333,1.426158883,113.529,1.416790667,100049.4333,1.016,4.056,4.908,35.54,9.14,3.683,5.456,13.367,82.019
2020-05-18 14:00,16.0265,67.319,6.518333333,9.07,9.423333333,57.6605,1.426142617,111.798,1.416770267,100038.4633,0.731,3.479,4.21,34.268,9.188,3.39,5.798,12.931,82.656
2020-05-18 15:00,16.06533333,66.76383333,4.926666667,6.87,7.175,58.63516667,1.426124633,117.0135,1.4167331,100038.1883,1.496,3.959,5.917,35.952,8.36,3.483,4.878,13.182,81.605
2020-05-18 16:00,16.493,65.81783333,5.773333333,7.618333333,7.903333333,59.26483333,1.426141083,114.58,1.41677725,100022.8983,2.129,5.128,7.245,36.182,8.092,3.283,4.809,13.561,80.252
2020-05-18 17:00,15.75566667,68.68433333,4.191666667,5.93,6.223333333,61.05616667,1.4260523,115.4601667,1.4167263,100017.2483,1.814,4.203,5.892,38.624,7.985,3.378,4.606,13.295,80.793
2020-05-18 18:00,15.51,68.00366667,4.181666667,5.995,6.366666667,60.03366667,1.426056817,116.7203333,1.416702017,100020.91,1.507,6.68,8.244,35.073,8.538,3.86,4.677,12.991,80.165
2020-05-18 19:00,15.3025,66.16166667,3.608333333,5.343333333,5.611666667,61.256,1.426016717,115.8881667,1.4166959,100036.3833,0.225,5.8,6.025,36.794,8.541,3.971,4.57,12.978,77.56
2020-05-18 20:00,15.56,65.3495,3.345,4.953333333,5.223333333,60.68466667,1.426046583,117.6883333,1.416697733,100051.94,0.194,4.031,4.225,38.581,7.757,3.359,4.4,13.165,77.268
2020-05-18 21:00,16.12216667,65.21616667,4.858333333,6.963333333,7.453333333,60.008,1.426099717,122.0578333,1.4166983,100087.9283,0.77,12.359,13.011,27.915,9.928,4.664,5.265,13.593,78.011
2020-05-18 22:00,16.34333333,63.654,8.115,12.09666667,12.91333333,60.22916667,1.42611035,117.307,1.4167476,100120.0017,2.594,17.698,21.007,19.926,12.995,5.394,7.603,13.219,79.271
2020-05-18 23:00,16.1945,51.93516667,4.548333333,6.635,7.058333333,58.85766667,1.42612895,108.4193333,1.416805933,100109.5117,2.436,12.548,15.662,28.26,9.682,4.123,5.557,13.785,61.344
2020-05-19 0:00,16.8075,39.48233333,5.706666667,7.93,8.378333333,59.23383333,1.426163333,100.0453333,1.4169063,100108.69,3.837,11.099,15.853,34.295,13.204,5.844,7.357,14.494,44.697
2020-05-19 1:00,17.20383333,30.87116667,2.008333333,3.178333333,3.471666667,59.12916667,1.426193017,96.39833333,1.416957833,100094.31,0.65,8.018,8.498,37.632,9.473,5.234,4.237,14.737,34.342
2020-05-19 2:00,17.1585,26.35983333,1.418333333,2.348333333,2.563333333,58.97183333,1.426193233,105.097,1.4168891,100083.9733,1.728,7.517,9.248,38.586,9.475,5.779,3.703,14.497,29.947
2020-05-19 3:00,16.80866667,24.38283333,0.825,1.523333333,1.701666667,59.5135,1.426157583,110.7218333,1.416825433,100096.2867,1.044,5.297,6.395,41.014,6.825,3.589,3.233,14.002,27.81
2020-05-19 4:00,16.395,24.44333333,1.061666667,1.806666667,2.041666667,60.047,1.426117783,114.8561667,1.41676925,100111.8483,3.418,9.585,14.304,38.08,7.157,3.846,3.309,13.594,28.065
2020-05-19 5:00,16.0625,27.7135,1.721666667,2.565,2.811666667,60.37633333,1.4260878,112.9546667,1.4167636,100167.42,4.339,12.004,15.647,34.599,8.809,5.331,3.476,13.067,32.321
2020-05-19 6:00,15.654,31.01766667,1.545,2.516666667,2.761666667,58.533,1.4260984,111.6141667,1.416749367,100241.9617,4.034,12.013,15.838,33.089,9.596,5.937,3.662,12.687,36.534
2020-05-19 7:00,15.50083333,32.767,1.448333333,2.39,2.666666667,57.26083333,1.4261147,105.7551667,1.416784517,100316.9133,5.746,12.984,18.459,29.5,10.044,6.269,3.775,12.403,38.955
2020-05-19 8:00,15.33933333,33.3,1.408333333,2.33,2.58,56.54483333,1.4261184,101.6055,1.41680605,100351.8617,2.36,10.245,12.429,30.967,11.972,8.231,3.739,12.119,39.442
2020-05-19 9:00,16.24716667,33.2095,1.488333333,2.471666667,2.721666667,54.912,1.4262158,102.1918333,1.416856333,100395.4,1.921,7.58,9.507,33.211,10.541,6.657,3.883,12.817,38.723
2020-05-19 10:00,18.79366667,30.82583333,1.321666667,2.298333333,2.568333333,54.8015,1.4263929,106.5938333,1.41697475,100396.8033,2.397,5.668,8.09,36.494,12.322,8.4,3.923,14.264,37.255
2020-05-19 11:00,20.55566667,29.04966667,1.42,2.411666667,2.721666667,54.13283333,1.4265261,99.92866667,1.417129517,100415.46,3.11,6.627,9.399,38.443,12.856,8.681,4.177,15.162,36.414
2020-05-19 12:00,19.4825,29.57783333,1.515,2.506666667,2.725,57.1745,1.426388967,97.51083333,1.417084717,100429.4183,2.679,6.334,9.194,40.717,12.092,8.042,4.05,14.704,36.369
2020-05-19 13:00,19.6225,30.90366667,1.54,2.53,2.818333333,56.726,1.426407967,100.4563333,1.417070483,100419.005,0.945,3.643,4.588,43.35,10.577,6.643,3.933,14.797,38.277
2020-05-19 14:00,18.72816667,34.32783333,2.076666667,3.246666667,3.533333333,55.73066667,1.426368833,94.7445,1.417061317,100409.475,1.011,4.174,5.155,42.991,10.922,6.604,4.319,14.217,43.114
2020-05-19 15:00,18.90283333,35.243,2.245,3.546666667,3.836666667,56.82816667,1.426357383,93.9595,1.4170776,100381.8917,1.736,5.486,7.097,42.975,12.798,8.18,4.621,15.106,41.968
2020-05-19 16:00,20.43883333,33.22866667,2.445,3.771666667,4.055,54.73966667,1.426505283,93.09666667,1.417175033,100357.7517,1.566,4.71,6.08,44.715,12.924,8.271,4.657,16.29,39.771
