Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Temperature,Relative_Humidity
2020-05-07 03:00:00,8.021666666666668,34.859333333333325,17.638333333333325,22.24,22.810000000000006,52.98300000000001,1.425810566666667,87.52983333333333,1.41663955,99067.15833333334,0.535,13.045,13.58,22.883000000000003,7.956,4.215,3.737,5.316,38.218
2020-05-07 04:00:00,7.939333333333331,32.90700000000001,17.243333333333332,21.793333333333337,22.255,52.88983333333335,1.4258088500000001,86.49949999999998,1.4166450999999995,99048.58333333333,0.282,10.360999999999999,10.642000000000001,27.075,7.7170000000000005,4.217,3.495,5.246,36.573
2020-05-07 05:00:00,7.87,32.80649999999999,15.808333333333334,20.484999999999996,20.99666666666666,54.37633333333333,1.4257749000000004,85.33549999999998,1.4166519333333336,99017.945,1.281,11.635,13.53,25.819000000000003,9.658999999999999,6.332999999999999,3.324,5.026,36.191
2020-05-07 06:00:00,8.825666666666669,30.796999999999993,11.823333333333334,15.431666666666668,16.095000000000002,53.6065,1.4258334666666663,92.89466666666671,1.4166209833333336,99009.885,1.165,12.28,13.445,26.965999999999998,11.402999999999999,7.853,3.55,6.079,33.523
2020-05-07 07:00:00,13.872500000000002,25.720666666666666,1.0866666666666664,1.9116666666666662,2.2266666666666675,49.919000000000004,1.4261632999999996,79.62083333333334,1.4168937000000004,98995.01833333333,2.062,9.642999999999999,11.705,29.965999999999998,18.576,14.402000000000001,4.165,8.702,31.587
2020-05-07 08:00:00,14.415499999999996,28.17033333333334,1.0933333333333337,2.1183333333333323,2.441666666666666,50.53033333333334,1.4261810166666664,75.29483333333333,1.4169493333333338,98975.53166666668,1.49,5.84,7.33,33.958,19.255,15.050999999999998,4.208,9.368,35.400999999999996
2020-05-07 09:00:00,16.049166666666665,26.937333333333342,1.2483333333333335,2.256666666666667,2.5699999999999994,51.1455,1.4262815166666667,88.49533333333333,1.4169479666666662,98915.84666666666,1.416,4.3260000000000005,5.742000000000001,38.204,14.827,10.794,4.025,10.972000000000001,33.123000000000005
2020-05-07 10:00:00,21.26516666666667,20.28866666666666,0.9183333333333329,1.766666666666667,1.9316666666666662,47.29733333333331,1.4267201,79.17949999999999,1.4173308500000001,98833.02999999998,1.113,2.822,3.9730000000000003,41.941,11.604000000000001,7.903,3.7039999999999997,13.107999999999999,28.249000000000002
2020-05-07 11:00:00,18.886499999999995,24.347833333333337,1.1833333333333333,2.185000000000001,2.454999999999999,49.70899999999999,1.4265074666666668,92.31449999999998,1.4170894666666671,98833.52166666667,0.884,2.95,3.8339999999999996,39.542,12.950999999999999,9.102,3.8480000000000003,11.947000000000001,34.442
2020-05-07 12:00:00,18.61483333333334,27.951333333333327,1.4699999999999995,2.495,2.7683333333333335,50.47966666666668,1.4264725166666667,95.2363333333333,1.4170508166666669,98773.08833333327,1.798,3.9419999999999997,5.5,38.558,15.058,10.865,4.194,12.181,38.779
